kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;vervaldatum_apk;toegestane_maximum_massa_voertuig;laadvermogen;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;type_gasinstallatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid
00NLG2;Personenauto;OPEL;CORSA;20221229;MPV;GRIJS;Niet geregistreerd;4;1028;1128;20100930;20100930;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1575;0;0.06;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2022-12-29T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20221204;1575;;2022-12-04T00:00:00.000;5;1229;;450;850;2237;15540;S-D;e1*2001/116*0379*13;BN11;1A14A4D0BDA5;0;B;
00NLG3;Personenauto;OPEL;CORSA;20170123;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2023;Logisch;00;Ja;2017-01-23T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240120;1615;;2024-01-20T00:00:00.000;5;1398;;500;1000;2872;18194;S-D;e1*2001/116*0379*13;PR11;1A06A8L0ACA5;0;B;
00NLG4;Personenauto;OPEL;ASTRA STATION WAGON;20120111;stationwagen;GRIJS;Niet geregistreerd;4;1178;1278;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.07;270;Nee;Nee;Nee;3000;2022;Logisch;00;Ja;2012-01-11T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230930;1860;;2023-09-30T00:00:00.000;5;1598;;630;1100;4139;20680;A-H/SW;e1*2007/46*0341*02;FS11;1AAHA5EBBN5;0;C;
00NLG5;Personenauto;OPEL;CORSA;20220629;MPV;BRUIN;Niet geregistreerd;4;1063;1163;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Onlogisch;04;Ja;2022-06-29T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230930;1615;;2023-09-30T00:00:00.000;5;1398;;500;1000;2708;17315;S-D;e1*2001/116*0379*14;PR11;1AACA8L0ACA5;0;B;
00NLG6;Personenauto;OPEL;AGILA;20200812;stationwagen;BLAUW;Niet geregistreerd;3;950;1050;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.05;236;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-08-12T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20230724;1485;;2023-07-24T00:00:00.000;5;996;;;;980;12815;H-B;e4*2001/116*0135*06;AA11;1A01A1AAAA5;0;B;
00NLG7;Personenauto;OPEL;AGILA;20110526;stationwagen;BLAUW;Niet geregistreerd;4;965;1065;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2011-05-26T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20230722;1485;;2023-07-22T00:00:00.000;5;1242;;200;200;1981;13433;H-B;e4*2001/116*0135*04;AB11;1A02A1AABA5;0;C;
00NLL1;Personenauto;OPEL;ZAFIRA;20110729;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2095;0;0.07;270;Nee;Nee;Nee;3305;2022;Logisch;00;Ja;2011-07-29T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231005;2095;;2023-10-05T00:00:00.000;7;1796;;750;1200;6232;29059;A-H/MONOCAB;e1*2001/116*0325*11;BG11;1A07ANBABG7;0;D;
00NLR6;Personenauto;OPEL;CORSA;20180501;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20101006;20101006;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Onlogisch;04;Ja;2018-05-01T00:00:00.000;2010-10-06T00:00:00.000;2010-10-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230927;1605;;2023-09-27T00:00:00.000;5;1229;;500;850;2318;15970;S-D;e1*2001/116*0379*14;KN11;1A06A770BDA5;0;B;
00NLV3;Personenauto;OPEL;INSIGNIA SPORTS TOURER;20170304;MPV;BLAUW;Niet geregistreerd;4;1630;1730;20101005;20101005;Geen verstrekking in Open Data;Ja;4;4;0;0;491;0;M1;2273;0;0.05;274;Nee;Nee;Nee;3933;2022;Logisch;00;Ja;2017-03-04T00:00:00.000;2010-10-05T00:00:00.000;2010-10-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;20231213;2273;;2023-12-13T00:00:00.000;5;1956;;750;1600;7975;33244;0G-A;e1*2007/46*0374*01;FJ11;1A14E5BCAEH5;0;A;0.00
00NLZ5;Personenauto;OPEL;CORSA;20181029;MPV;BLAUW;Niet geregistreerd;4;1028;1128;20101020;20101020;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1575;0;0.06;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2018-10-29T00:00:00.000;2010-10-20T00:00:00.000;2010-10-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240116;1575;;2024-01-16T00:00:00.000;5;1229;;450;850;2261;15665;S-D;e1*2001/116*0379*13;BN11;1A14A4D0BDA5;0;B;
00NND8;Personenauto;OPEL;MERIVA;20141105;MPV;BRUIN;Niet geregistreerd;4;1293;1393;20101011;20101011;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2014-11-05T00:00:00.000;2010-10-11T00:00:00.000;2010-10-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231011;1935;;2023-10-11T00:00:00.000;5;1364;;680;1050;3825;21215;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AACA4FBBC5;0;B;0.00
00NNG9;Personenauto;OPEL;CORSA;20151006;MPV;BLAUW;Niet geregistreerd;4;1063;1163;20101011;20101011;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2015-10-06T00:00:00.000;2010-10-11T00:00:00.000;2010-10-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231011;1615;;2023-10-11T00:00:00.000;5;1398;;500;1000;2656;17039;S-D;e1*2001/116*0379*13;PR11;1A06A8L0ACA5;0;B;
00NNR6;Personenauto;OPEL;CORSA;20150902;MPV;BRUIN;Niet geregistreerd;4;1028;1128;20101014;20101014;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1575;0;0.06;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2015-09-02T00:00:00.000;2010-10-14T00:00:00.000;2010-10-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231111;1575;;2023-11-11T00:00:00.000;5;1229;;450;850;2307;15914;S-D;e1*2001/116*0379*14;BN11;1A06A4D0BDA5;0;B;
00NNV2;Personenauto;OPEL;ZAFIRA;20110712;MPV;ZWART;Niet geregistreerd;4;1405;1505;20101014;20101014;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2090;0;0.06;270;Nee;Nee;Nee;3100;2022;Logisch;00;Ja;2011-07-12T00:00:00.000;2010-10-14T00:00:00.000;2010-10-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231014;2090;;2023-10-14T00:00:00.000;7;1598;;750;1000;5133;26141;A-H/MONOCAB;e1*2007/46*0497*00;BP11;1A01A2BAAM7;0;B;
00NNZ4;Personenauto;OPEL;ZAFIRA;20221028;MPV;BLAUW;Niet geregistreerd;4;1405;1505;20101020;20101020;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;2090;0;0.06;270;Ja;Nee;Nee;3100;2022;Logisch;00;Nee;2022-10-28T00:00:00.000;2010-10-20T00:00:00.000;2010-10-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20221217;2090;;2022-12-17T00:00:00.000;7;1598;;750;1000;5221;26610;A-H/MONOCAB;e1*2007/46*0497*00;BP11;1AABA2BAAM7;0;B;
00NPK4;Personenauto;OPEL;ASTRA TWIN TOP;20101022;cabriolet;ZWART;Niet geregistreerd;4;1400;1500;20101022;20101022;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1870;0;0.07;261;Nee;Nee;Nee;3145;2022;Logisch;00;Ja;2010-10-22T00:00:00.000;2010-10-22T00:00:00.000;2010-10-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231024;1870;;2023-10-24T00:00:00.000;4;1796;;750;1200;7274;36545;A-H/C;e4*2001/116*0094*16;P211;1AAFALVBBX4;0;C;
00NPK6;Personenauto;OPEL;CORSA;20110830;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20101025;20101025;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2011-08-30T00:00:00.000;2010-10-25T00:00:00.000;2010-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231025;1615;;2023-10-25T00:00:00.000;5;1398;;500;1000;2712;17339;S-D;e1*2001/116*0379*15;PR11;1AACA8L0ACA5;0;B;
00NPN9;Personenauto;OPEL;CORSA;20120906;MPV;BLAUW;Niet geregistreerd;4;1063;1163;20101022;20101022;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2022;Logisch;00;Ja;2012-09-06T00:00:00.000;2010-10-22T00:00:00.000;2010-10-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231128;1610;;2023-11-28T00:00:00.000;5;1248;;500;500;;17039;S-D;e1*2001/116*0379*15;FY11;4AAEB7A7LJM5;0;A;
00NPP1;Personenauto;OPEL;MERIVA;20210430;MPV;GRIJS;Niet geregistreerd;4;1260;1360;20101027;20101027;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1903;0;0.05;264;Nee;Nee;Nee;2723;2022;Logisch;00;Ja;2021-04-30T00:00:00.000;2010-10-27T00:00:00.000;2010-10-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230428;1903;;2023-04-28T00:00:00.000;5;1398;;670;750;3665;20215;S-D/ MONOCAB B;e4*2007/46*0165*01;BC11;1AACA2BADA5;0;B;0.00
00NPS3;Personenauto;OPEL;ZAFIRA;20101028;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20101028;20101028;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2095;0;0.07;270;Nee;Nee;Nee;3470;2022;Logisch;00;Ja;2010-10-28T00:00:00.000;2010-10-28T00:00:00.000;2010-10-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231028;2095;;2023-10-28T00:00:00.000;7;1796;;750;1300;6321;31451;A-H/MONOCAB;e1*2007/46*0497*00;BR11;1AABANBFAG7;0;C;
00NPV5;Personenauto;OPEL;ASTRA;20220209;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20101027;20101027;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1935;0;0.07;269;Nee;Nee;Nee;3300;2023;Logisch;00;Ja;2022-02-09T00:00:00.000;2010-10-27T00:00:00.000;2010-10-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20240126;1935;;2024-01-26T00:00:00.000;5;1364;;680;1400;4206;23990;P-J;e1*2007/46*0141*06;BC11;1AABAFALFMA5;0;A;0.00
00NPZ7;Personenauto;OPEL;CORSA;20190627;MPV;ZWART;Niet geregistreerd;4;1063;1163;20101029;20101029;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2022;Logisch;00;Ja;2019-06-27T00:00:00.000;2010-10-29T00:00:00.000;2010-10-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230818;1610;;2023-08-18T00:00:00.000;5;1248;;500;500;;18240;S-D;e1*2001/116*0379*15;FY11;4AAEB7A7LJM5;0;A;
00NRF9;Personenauto;OPEL;CORSA;20230216;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20101027;20101027;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2023;Logisch;00;Ja;2023-02-16T00:00:00.000;2010-10-27T00:00:00.000;2010-10-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240304;1610;;2024-03-04T00:00:00.000;5;1248;;500;500;;17114;S-D;e1*2001/116*0379*15;FY11;4A12B7A7LJM5;0;A;
00NRG1;Personenauto;OPEL;AGILA;20131217;stationwagen;BLAUW;Niet geregistreerd;4;965;1065;20101029;20101029;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2013-12-17T00:00:00.000;2010-10-29T00:00:00.000;2010-10-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20231212;1485;;2023-12-12T00:00:00.000;5;1242;;200;200;1997;13516;H-B;e4*2001/116*0135*05;AB11;1A02A1AABA5;0;C;0.00
00NRK2;Personenauto;OPEL;MERIVA;20171103;MPV;BLAUW;Niet geregistreerd;4;1293;1393;20101029;20101029;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2017-11-03T00:00:00.000;2010-10-29T00:00:00.000;2010-10-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231103;1935;;2023-11-03T00:00:00.000;5;1364;;680;1050;4254;23510;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
00NRP2;Personenauto;OPEL;MERIVA;20140404;MPV;ZWART;Niet geregistreerd;4;1293;1393;20101106;20101106;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2014-04-04T00:00:00.000;2010-11-06T00:00:00.000;2010-11-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231106;1935;;2023-11-06T00:00:00.000;5;1364;;680;1050;4254;23510;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
00NRP3;Personenauto;OPEL;ASTRA STATION WAGON;20181020;stationwagen;ZWART;Niet geregistreerd;4;1178;1278;20101029;20101029;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.07;270;Nee;Nee;Nee;3000;2022;Logisch;00;Ja;2018-10-20T00:00:00.000;2010-10-29T00:00:00.000;2010-10-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230817;1860;;2023-08-17T00:00:00.000;5;1598;;630;1100;4346;23559;A-H/SW;e1*2007/46*0341*02;FY11;1A06A5EBBN5;0;B;
00NRV8;Personenauto;OPEL;MERIVA;20200102;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20101108;20101108;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Ja;Nee;3055;2022;Logisch;00;Ja;2020-01-02T00:00:00.000;2010-11-08T00:00:00.000;2010-11-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231231;1935;;2023-12-31T00:00:00.000;5;1364;;680;1050;3825;21215;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AACA4FBBC5;0;B;0.00
00NSG1;Personenauto;OPEL;MERIVA;20220409;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20101106;20101106;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2022-04-09T00:00:00.000;2010-11-06T00:00:00.000;2010-11-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20221208;1935;;2022-12-08T00:00:00.000;5;1364;;680;1050;4630;25520;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
00NSL8;Personenauto;OPEL;MERIVA;20101109;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20101109;20101109;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;2046;0;0.05;264;Nee;Nee;Nee;3225;2022;Logisch;00;Ja;2010-11-09T00:00:00.000;2010-11-09T00:00:00.000;2010-11-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231109;2046;;2023-11-09T00:00:00.000;5;1686;;740;1200;9253;30154;S-D/ MONOCAB B;e4*2007/46*0165*01;BH11;1AAGB1MDAG5;0;E;0.00
00NSP7;Personenauto;OPEL;CORSA;20211124;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20101110;20101110;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2022;Logisch;00;Ja;2021-11-24T00:00:00.000;2010-11-10T00:00:00.000;2010-11-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231116;1610;;2023-11-16T00:00:00.000;5;1248;;500;500;;17114;S-D;e1*2001/116*0379*15;FY11;4A12B7A7LJM5;0;A;
00NST2;Personenauto;OPEL;MERIVA;20221214;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20101112;20101112;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2022-12-14T00:00:00.000;2010-11-12T00:00:00.000;2010-11-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231207;1935;;2023-12-07T00:00:00.000;5;1364;;680;1050;4240;23435;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
