kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;vervaldatum_apk;toegestane_maximum_massa_voertuig;laadvermogen;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;type_gasinstallatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid
00PLD8;Personenauto;OPEL;ASTRA SPORTS TOURER;20120717;stationwagen;BLAUW;Niet geregistreerd;4;1337;1437;20110214;20110214;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.06;269;Nee;Ja;Nee;3280;2023;Logisch;00;Ja;2012-07-17T00:00:00.000;2011-02-14T00:00:00.000;2011-02-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240214;2030;;2024-02-14T00:00:00.000;5;1364;;710;1200;4465;24660;P-J/SW;e4*2007/46*0204*01;BU11;1A04A8ANFMA5;0;A;0.00
00PLH2;Personenauto;OPEL;ASTRA SPORTS TOURER;20220312;stationwagen;ZWART;Niet geregistreerd;4;1337;1437;20110217;20110217;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.07;269;Nee;Nee;Nee;3280;2022;Logisch;00;Ja;2022-03-12T00:00:00.000;2011-02-17T00:00:00.000;2011-02-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230311;2030;;2023-03-11T00:00:00.000;5;1364;;710;1200;5409;29605;P-J/SW;e4*2007/46*0204*00;BC11;1A05A8ANFMC5;0;B;0.00
00PLH3;Personenauto;OPEL;CORSA;20150206;MPV;GRIJS;Niet geregistreerd;4;1099;1199;20110216;20110216;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2023;Logisch;00;Ja;2015-02-06T00:00:00.000;2011-02-16T00:00:00.000;2011-02-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240216;1635;;2024-02-16T00:00:00.000;5;1248;;500;500;;17789;S-D;e1*2001/116*0379*15;PY11;4A12D6A7LJM5;0;A;
00PLL5;Personenauto;OPEL;ASTRA SPORTS TOURER;20170524;stationwagen;ZWART;Niet geregistreerd;4;1403;1503;20110221;20110221;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2055;0;0.09;269;Nee;Nee;Nee;3505;2022;Logisch;00;Ja;2017-05-24T00:00:00.000;2011-02-21T00:00:00.000;2011-02-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230527;2055;;2023-05-27T00:00:00.000;5;1598;;730;1400;6031;29539;P-J/SW;e4*2007/46*0204*00;BJ11;1A06B1ATEKE5;0;B;0.00
00PLL6;Personenauto;OPEL;MERIVA;20131003;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20110225;20110225;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2013-10-03T00:00:00.000;2011-02-25T00:00:00.000;2011-02-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231112;1935;;2023-11-12T00:00:00.000;5;1364;;680;1050;4078;22233;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AACA4FBBC5;0;B;0.00
00PLN1;Personenauto;OPEL;CORSA-C;20170818;hatchback;ZWART;Niet geregistreerd;3;959;1059;20030922;20110725;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1430;;0.04;249;Nee;Nee;Nee;2020;2022;Geen oordeel;05;Ja;2017-08-18T00:00:00.000;2003-09-22T00:00:00.000;2011-07-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. bodemplaat by voorzitting;0;20230818;1430;;2023-08-18T00:00:00.000;5;998;;450;700;2079;;;;;;;;
00PLR6;Personenauto;OPEL;ASTRA SPORTS TOURER;20210626;stationwagen;GRIJS;Niet geregistreerd;4;1403;1503;20110222;20110222;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2055;0;0.09;269;Nee;Nee;Nee;3505;2022;Logisch;00;Ja;2021-06-26T00:00:00.000;2011-02-22T00:00:00.000;2011-02-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230624;2055;;2023-06-24T00:00:00.000;5;1598;;730;1400;5709;27964;P-J/SW;e4*2007/46*0204*01;BJ11;1A06B1ATEKD5;0;B;0.00
00PLV2;Personenauto;OPEL;MERIVA;20210807;MPV;ZWART;Niet geregistreerd;4;1260;1360;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1903;0;0.05;264;Nee;Nee;Nee;2723;2022;Logisch;00;Ja;2021-08-07T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230601;1903;;2023-06-01T00:00:00.000;5;1398;;670;750;3894;20513;S-D/ MONOCAB B;e4*2007/46*0165*01;BC11;1AACA2BADA5;0;B;0.00
00PLZ6;Personenauto;OPEL;ZAFIRA;20180123;MPV;GRIJS;Niet geregistreerd;4;1405;1505;20110221;20110221;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2090;0;0.06;270;Nee;Nee;Nee;3100;2023;Logisch;00;Ja;2018-01-23T00:00:00.000;2011-02-21T00:00:00.000;2011-02-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240119;2090;;2024-01-19T00:00:00.000;7;1598;;750;1000;5476;27035;A-H/MONOCAB;e1*2007/46*0497*01;BP11;1AAAA2BAAM7;0;B;0.00
00PNF1;Personenauto;OPEL;ASTRA SPORTS TOURER;20141021;stationwagen;GRIJS;Niet geregistreerd;4;1293;1393;20110315;20110315;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;1975;0;0.05;269;Nee;Nee;Nee;2775;2022;Logisch;00;Ja;2014-10-21T00:00:00.000;2011-03-15T00:00:00.000;2011-03-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231030;1975;;2023-10-30T00:00:00.000;5;1398;;680;750;3879;22314;P-J/SW;e4*2007/46*0204*01;BB11;1A03A2ACBNA5;0;A;0.00
00PNF2;Personenauto;OPEL;ASTRA SPORTS TOURER;20140820;stationwagen;GRIJS;Niet geregistreerd;4;1293;1393;20110224;20110224;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;1975;0;0.05;269;Nee;Nee;Nee;2775;2023;Logisch;00;Ja;2014-08-20T00:00:00.000;2011-02-24T00:00:00.000;2011-02-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240224;1975;;2024-02-24T00:00:00.000;5;1398;;680;750;3879;22314;P-J/SW;e4*2007/46*0204*01;BB11;1A03A2ACBNA5;0;A;0.00
00PNF9;Personenauto;OPEL;INSIGNIA SPORTS TOURER SW;20211102;MPV;ZWART;Niet geregistreerd;4;1633;1733;20110225;20110225;Geen verstrekking in Open Data;Ja;4;4;0;0;491;0;M1;2276;0;0.06;274;Nee;Nee;Nee;3925;2023;Logisch;00;Ja;2021-11-02T00:00:00.000;2011-02-25T00:00:00.000;2011-02-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;20231028;2276;;2023-10-28T00:00:00.000;5;1956;;750;1600;8699;38784;0G-A;e1*2007/46*0374*03;FY11;1AALE6BVGKK5;0;A;0.00
00PNJ7;Personenauto;OPEL;CORSA;20220902;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20110228;20110228;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2022;Logisch;00;Ja;2022-09-02T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230307;1610;;2023-03-07T00:00:00.000;5;1248;;500;500;;17189;S-D;e1*2001/116*0379*15;FY11;4A12B7A7LJM5;0;A;
00PNP3;Personenauto;OPEL;ZAFIRA;20150618;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20110302;20110302;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2095;0;0.07;270;Nee;Nee;Nee;3305;2022;Logisch;00;Ja;2015-06-18T00:00:00.000;2011-03-02T00:00:00.000;2011-03-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230617;2095;;2023-06-17T00:00:00.000;7;1796;;750;1200;7027;30663;A-H/MONOCAB;e1*2001/116*0325*11;BG11;1A07ANBABG7;0;D;
00PNP4;Personenauto;OPEL;ASTRA SPORTS TOURER;20160217;stationwagen;GRIJS;Niet geregistreerd;4;1293;1393;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;1975;0;0.05;269;Nee;Nee;Nee;2775;2023;Logisch;00;Ja;2016-02-17T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240216;1975;;2024-02-16T00:00:00.000;5;1398;;680;750;3975;23010;P-J/SW;e4*2007/46*0204*01;BB11;1A03A2ACBNA5;0;A;0.00
00PNT9;Personenauto;OPEL;CORSA;20160714;MPV;BLAUW;Niet geregistreerd;4;1063;1163;20110228;20110228;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2023;Logisch;00;Ja;2016-07-14T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230713;1610;;2023-07-13T00:00:00.000;5;1248;;500;500;;17189;S-D;e1*2001/116*0379*15;FY11;4A12B7A7LJM5;0;A;
00PNV1;Personenauto;OPEL;CORSA;20151203;MPV;BLAUW;Niet geregistreerd;4;1028;1128;20110228;20110228;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1575;0;0.06;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2015-12-03T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231126;1575;;2023-11-26T00:00:00.000;5;1229;;450;850;2323;16744;S-D;e1*2001/116*0379*16;BN11;1A06A4D0BDA5;0;B;0.00
00PNV2;Personenauto;OPEL;CORSA;20181221;MPV;ZWART;Niet geregistreerd;4;1059;1159;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2023;Logisch;00;Ja;2018-12-21T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240127;1605;;2024-01-27T00:00:00.000;5;1229;;500;850;2336;16839;S-D;e1*2001/116*0379*16;KN11;1AACA770BDA5;0;B;0.00
00PPB7;Personenauto;OPEL;CORSA;20200730;MPV;ZWART;Niet geregistreerd;4;1063;1163;20110226;20110226;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2020-07-30T00:00:00.000;2011-02-26T00:00:00.000;2011-02-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230304;1615;;2023-03-04T00:00:00.000;5;1398;;500;1000;2716;17685;S-D;e1*2001/116*0379*13;PR11;1A06A8L0ACG5;0;B;
00PPB8;Personenauto;OPEL;CORSA;20110609;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2023;Logisch;00;Ja;2011-06-09T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240228;1615;;2024-02-28T00:00:00.000;5;1398;;500;1000;2625;17028;S-D;e1*2001/116*0379*13;PR11;1A06A8L0ACA5;0;B;
00PPB9;Personenauto;OPEL;MERIVA;20160407;MPV;ZWART;Niet geregistreerd;4;1260;1360;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1903;0;0.05;264;Nee;Nee;Nee;2723;2022;Logisch;00;Ja;2016-04-07T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230228;1903;;2023-02-28T00:00:00.000;5;1398;;670;750;4003;21307;S-D/ MONOCAB B;e4*2007/46*0165*01;BC11;1AACA2BADA5;0;B;0.00
00PPD2;Personenauto;OPEL;AGILA;20220214;stationwagen;BLAUW;Niet geregistreerd;3;950;1050;20110226;20110226;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.05;236;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-02-14T00:00:00.000;2011-02-26T00:00:00.000;2011-02-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240226;1485;;2024-02-26T00:00:00.000;5;996;;;;1041;12474;H-B;e4*2001/116*0135*06;AA11;1AAAA1AAAA5;0;B;
00PPD4;Personenauto;OPEL;AGILA;20140811;stationwagen;GRIJS;Niet geregistreerd;4;965;1065;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2023;Logisch;00;Ja;2014-08-11T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240228;1485;;2024-02-28T00:00:00.000;5;1242;;200;200;1010;13394;H-B;e4*2001/116*0135*07;AF11;3AABA1AABA5;0;B;0.00
00PPD5;Personenauto;OPEL;AGILA;20221124;stationwagen;BLAUW;Niet geregistreerd;4;965;1065;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2022-11-24T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20231124;1485;;2023-11-24T00:00:00.000;5;1242;;200;200;1000;13320;H-B;e4*2001/116*0135*07;AF11;3AABA1AABA5;0;B;0.00
00PPH7;Personenauto;OPEL;CORSA;20160611;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2255;2022;Logisch;00;Ja;2016-06-11T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230303;1605;;2023-03-03T00:00:00.000;5;1229;;500;750;1595;16498;S-D;e1*2001/116*0379*15;KN11;1AACA770CCA5;0;A;
00PPH8;Personenauto;OPEL;ASTRA;20221022;MPV;GRIJS;Niet geregistreerd;4;1390;1490;20110228;20110228;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1965;0;0.09;269;Nee;Nee;Nee;3510;2022;Logisch;00;Ja;2022-10-22T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230224;1965;;2023-02-24T00:00:00.000;5;1598;;730;1500;5327;25192;P-J;e1*2007/46*0141*06;BJ11;1A06A8ANEKD5;0;C;0.00
00PPH9;Personenauto;OPEL;CORSA;20190823;MPV;WIT;Niet geregistreerd;4;1040;1140;20110228;20110228;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1585;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2019-08-23T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230304;1585;;2023-03-04T00:00:00.000;5;1398;;500;1000;2706;17614;S-D;e1*2001/116*0379*14;FR11;1AACA5K0ACG5;0;B;
00PPN9;Personenauto;OPEL;MERIVA;20160705;MPV;BRUIN;Niet geregistreerd;4;1293;1393;20110304;20110304;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1955;0;0.07;264;Nee;Nee;Nee;3225;2022;Logisch;00;Ja;2016-07-05T00:00:00.000;2011-03-04T00:00:00.000;2011-03-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230705;1955;;2023-07-05T00:00:00.000;5;1364;;680;1200;5236;25674;S-D/ MONOCAB B;e4*2007/46*0165*01;BE11;1AADA7HCBE5;0;C;0.00
00PPS9;Personenauto;OPEL;MERIVA;20230106;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20110304;20110304;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2023;Logisch;00;Ja;2023-01-06T00:00:00.000;2011-03-04T00:00:00.000;2011-03-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20231230;1935;;2023-12-30T00:00:00.000;5;1364;;680;1050;4440;24858;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
00PPX1;Personenauto;OPEL;ASTRA SPORTS TOURER;20150619;stationwagen;BLAUW;Niet geregistreerd;4;1337;1437;20110307;20110307;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.07;269;Nee;Nee;Nee;3280;2022;Logisch;00;Ja;2015-06-19T00:00:00.000;2011-03-07T00:00:00.000;2011-03-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230616;2030;;2023-06-16T00:00:00.000;5;1364;;710;1200;5745;32044;P-J/SW;e4*2007/46*0204*01;BC11;1A06A8ANFMC5;0;B;0.00
00PRF3;Personenauto;OPEL;ASTRA SPORTS TOURER;20230111;stationwagen;GRIJS;Niet geregistreerd;4;1337;1437;20110309;20110309;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.07;269;Nee;Nee;Nee;3280;2023;Logisch;00;Ja;2023-01-11T00:00:00.000;2011-03-09T00:00:00.000;2011-03-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240309;2030;;2024-03-09T00:00:00.000;5;1364;;710;1200;5195;29963;P-J/SW;e4*2007/46*0204*01;BC11;1A06A8ANFMB5;0;A;0.00
00PRJ1;Personenauto;OPEL;CORSA;20160926;MPV;ROOD;Niet geregistreerd;4;1099;1199;20110311;20110311;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2022;Logisch;00;Ja;2016-09-26T00:00:00.000;2011-03-11T00:00:00.000;2011-03-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230926;1635;;2023-09-26T00:00:00.000;5;1248;;500;500;;19305;S-D;e1*2001/116*0379*16;PY11;4A12D6A7LJM5;0;A;0.00
