kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;catalogusprijs;zuinigheidsclassificatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type;maximum_ondersteunende_snelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;hoogte_voertuig;type_gasinstallatie;maximale_constructiesnelheid
06PRRJ;Personenauto;PORSCHE;CAYENNE S;20180514;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20041022;20041022;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.11;286;Nee;Ja;Nee;6580;Logisch;00;Ja;2018-05-14T00:00:00.000;2004-10-22T00:00:00.000;2004-10-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230320;29922;5;4511;3080;e13*2001/116*0089*03;EA22;01;0;2022;2023-03-20T00:00:00.000;;G;750;3500;;;0.00;;;;;
06PTBG;Personenauto;PORSCHE;911 CARRERA S;20181025;coupe;ZWART;Niet geregistreerd;6;1435;1535;20041112;20041112;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord onder motorkap;1865;0;0.17;235;Nee;Nee;Nee;0;Logisch;00;Ja;2018-10-25T00:00:00.000;2004-11-12T00:00:00.000;2004-11-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240213;37659;4;3824;1865;e13*2001/116*0137*00;CB12;01;0;2023;2024-02-13T00:00:00.000;;G;;;;;;;;;;
06RBVR;Personenauto;PORSCHE;911 CARRERA CABRIOLET    AUTOMATIC E2;20171222;cabriolet;ZWART;Niet geregistreerd;6;1375;1475;19940414;20050129;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op randprofiel boven vooras in kofferruimte;1735;0;0.14;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2017-12-22T00:00:00.000;1994-04-14T00:00:00.000;2005-01-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230317;33344;;3600;1735;;;;;2022;2023-03-17T00:00:00.000;;;;;;;;;;;;
06RDBL;Personenauto;PORSCHE;CAYENNE;20190819;stationwagen;ZWART;Niet geregistreerd;6;2145;2245;20050201;20050201;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;2945;0;0.08;286;Nee;Nee;Nee;6445;Logisch;00;Ja;2019-08-19T00:00:00.000;2005-02-01T00:00:00.000;2005-02-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240207;22621;5;3189;2945;e13*2001/116*0089*04;EC22;01;0;2023;2024-02-07T00:00:00.000;;G;750;3500;;;;;;;;
06RGHF;Personenauto;PORSCHE;986 KB11 01 BOXSTER;20190503;cabriolet;ZWART;Niet geregistreerd;6;1320;1420;20020104;20050314;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. tegen schutbord in kofferruimte;1570;;0.11;242;Nee;Nee;Nee;;Geen oordeel;05;Ja;2019-05-03T00:00:00.000;2002-01-04T00:00:00.000;2005-03-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230517;19995;2;2687;1570;;;;;2022;2023-05-17T00:00:00.000;;;;;0;;;;;;;
06RJT7;Personenauto;PORSCHE;CAYENNE TURBO;20210317;stationwagen;ZWART;Niet geregistreerd;8;2145;2245;20110610;20110610;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2880;0;0.16;290;Nee;Nee;Nee;6380;Logisch;00;Ja;2021-03-17T00:00:00.000;2011-06-10T00:00:00.000;2011-06-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230621;47970;5;4806;2880;e13*2007/46*1085*03;EC22;02;0;2022;2023-06-21T00:00:00.000;212969;F;750;3500;;92A;0.00;;;;;
06SHT8;Personenauto;PORSCHE;911 TURBO;20150728;coupe;ZWART;Niet geregistreerd;6;1560;1660;20070116;20111021;Geen verstrekking in Open Data;Nee;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;1950;0;0.21;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2015-07-28T00:00:00.000;2007-01-16T00:00:00.000;2011-10-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230411;1825;4;3600;1950;e13*2001/116*0177*01;LU21;01;0;2022;2023-04-11T00:00:00.000;;G;;;;;;;;;;
06SVNR;Personenauto;PORSCHE;CAYENNE S;20130131;terreinvoertuig;ZWART;Niet geregistreerd;8;2220;2320;20060516;20060516;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.11;286;Nee;Nee;Nee;6580;Logisch;00;Ja;2013-01-31T00:00:00.000;2006-05-16T00:00:00.000;2006-05-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230622;35426;5;4511;3080;e13*2001/116*0089*04;EA22;01;0;2022;2023-06-22T00:00:00.000;;G;750;3500;0;;;;;;;
06SVV1;Personenauto;PORSCHE;911 CARRERA 4 S COUPE;20111217;coupe;ZWART;Niet geregistreerd;6;1400;1500;19960630;20111217;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden op randprofiel boven vooras in kofferruimte;1790;0;0.14;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2011-12-17T00:00:00.000;1996-06-30T00:00:00.000;2011-12-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231219;34080;4;3600;1790;;;;;2022;2023-12-19T00:00:00.000;;;;;0;;;;;;;
06TBKP;Personenauto;PORSCHE;911 CARRERA 4S;20221110;cabriolet;ZWART;Niet geregistreerd;6;1575;1675;20060112;20060630;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1975;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-11-10T00:00:00.000;2006-01-12T00:00:00.000;2006-06-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231214;43546;4;3824;1975;e13*2001/116*0137*03;KB22;01;0;2022;2023-12-14T00:00:00.000;;G;;;;;;;;;;
06TJDH;Personenauto;PORSCHE;CAYENNE S;20210412;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20060926;20060926;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;1;0.11;286;Nee;Nee;Nee;6580;Logisch;00;Ja;2021-04-12T00:00:00.000;2006-09-26T00:00:00.000;2006-09-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20210526;35336;5;4511;3080;e13*2001/116*0089*05;EA22;01;0;2021;2021-05-26T00:00:00.000;;G;750;3500;;;0.00;;;;;
06TJTF;Personenauto;PORSCHE;911 CARRERA 4;20150522;cabriolet;ZWART;Niet geregistreerd;6;1425;1525;20010301;20060928;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1850;1;0.14;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2015-05-22T00:00:00.000;2001-03-01T00:00:00.000;2006-09-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230520;37440;4;3387;1850;e13*98/14*0031*08;KE21;01;0;2022;2023-05-20T00:00:00.000;;G;;;;;;;;;;
06TJZ7;Personenauto;PORSCHE;911;20150824;coupe;ZWART;Niet geregistreerd;6;1490;1590;20060228;20120210;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord kofferruimte;1810;;0.15;235;Nee;Nee;Nee;;Geen oordeel;05;Ja;2015-08-24T00:00:00.000;2006-02-28T00:00:00.000;2012-02-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240223;38954;4;3596;1810;;;;;2023;2024-02-23T00:00:00.000;;;;;0;;;;;;;
06TLSP;Personenauto;PORSCHE;911 CARRERA 4 COUPE U9;20211124;coupe;ZWART;Niet geregistreerd;6;1414;1514;19930630;20061101;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;r. op randprofiel boven vooras in kofferruimte;1790;0;0.12;227;Nee;Nee;Nee;0;Geen oordeel;07;Ja;2021-11-24T00:00:00.000;1993-06-30T00:00:00.000;2006-11-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20210605;32290;;3600;1790;;;;;2021;2021-06-05T00:00:00.000;;;500;1200;0;;;;;;;
06TVV5;Personenauto;PORSCHE;911 CARRERA S;20170317;cabriolet;ZWART;Niet geregistreerd;6;1460;1560;20120420;20120420;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. motorruimte;1905;0;0.19;245;Nee;Nee;Nee;0;Logisch;00;Ja;2017-03-17T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230511;27916;4;3800;1905;e13*2007/46*1187*02;KB12;01;0;2022;2023-05-11T00:00:00.000;171424;F;;;;991;;;;;;
06TZZ1;Personenauto;PORSCHE;911 CARRERA 4S;20120508;coupe;ZWART;Niet geregistreerd;6;1425;1525;19970310;20120508;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord by kofferruimte;1790;;0.14;227;Nee;Nee;Nee;;Geen oordeel;05;Ja;2012-05-08T00:00:00.000;1997-03-10T00:00:00.000;2012-05-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230519;36245;4;3600;1790;;;;;2022;2023-05-19T00:00:00.000;;;;;0;;;;;;;
06XFTH;Personenauto;PORSCHE;911 CARRERA;20210505;cabriolet;ZWART;Niet geregistreerd;6;1495;1595;20070501;20070501;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1920;0;0.15;235;Nee;Nee;Nee;0;Logisch;00;Ja;2021-05-05T00:00:00.000;2007-05-01T00:00:00.000;2007-05-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230505;41206;4;3596;1920;e13*2001/116*0137*05;KA12;01;0;2022;2023-05-05T00:00:00.000;;G;;;;;;;;;;
06XHZR;Personenauto;PORSCHE;CAYMAN S;20210506;coupe;ZWART;Niet geregistreerd;6;1325;1425;20070606;20070606;Geen verstrekking in Open Data;Ja;2;4;0;0;434;0;M1;r. tegen schutbord in kofferruimte;1630;0;0.15;242;Nee;Nee;Nee;0;Logisch;00;Ja;2021-05-06T00:00:00.000;2007-06-06T00:00:00.000;2007-06-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230924;23607;2;3387;1630;e13*2001/116*0141*03;CQ11;A1;0;2022;2023-09-24T00:00:00.000;;G;;;;;;;;;;
06XPTR;Personenauto;PORSCHE;911 CARRERA 4S;20190218;coupe;ZWART;Niet geregistreerd;6;1490;1590;20070814;20070814;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1920;0;0.16;235;Nee;Nee;Nee;0;Logisch;00;Ja;2019-02-18T00:00:00.000;2007-08-14T00:00:00.000;2007-08-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230810;45227;4;3824;1920;e13*2001/116*0137*05;CB22;01;0;2022;2023-08-10T00:00:00.000;;G;;;;;;;;;;
06YD04;Personenauto;PORSCHE;911T TARGA;20150102;coupe;ZWART;Niet geregistreerd;6;1055;1155;19730101;20150102;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. kofferruimte;0;0;0.08;227;Nee;Nee;Nee;0;Geen oordeel;01;Ja;2015-01-02T00:00:00.000;1973-01-01T00:00:00.000;2015-01-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;4;2341;;;;;;2021;;;;;;0;;;;;;;
06YD49;Personenauto;PORSCHE;912 E COUPE;20141209;coupe;ZWART;Niet geregistreerd;4;1060;1160;19760228;20141209;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. kofferruimte;;;0.06;227;Nee;Nee;Nee;;Geen oordeel;05;Ja;2014-12-09T00:00:00.000;1976-02-28T00:00:00.000;2014-12-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241229;;4;1971;;;;;;2022;2024-12-29T00:00:00.000;;;;;0;;;;;;;
06YD64;Personenauto;PORSCHE;912 E COUPE;20141220;coupe;ZWART;Niet geregistreerd;4;983;1083;19760228;20141220;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. op brugstuk boven vooras in kofferruimte;1400;;0.06;227;Nee;Nee;Nee;;Geen oordeel;05;Ja;2014-12-20T00:00:00.000;1976-02-28T00:00:00.000;2014-12-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241213;;4;1971;1400;;;;;2022;2024-12-13T00:00:00.000;;;;;0;;;;;;;
06ZDD2;Personenauto;PORSCHE;911 CARRERA 4;20140201;cabriolet;ZWART;Niet geregistreerd;6;1515;1615;20010101;20121002;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. tegen schutbord in kofferruimte;1970;;0.15;235;Nee;Nee;Nee;;Geen oordeel;05;Ja;2014-02-01T00:00:00.000;2001-01-01T00:00:00.000;2012-10-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240130;36409;4;3596;1970;;;;;2023;2024-01-30T00:00:00.000;;;;;0;;;;;;;
06ZFGZ;Personenauto;PORSCHE;911 TURBO;20130927;coupe;ZWART;Niet geregistreerd;6;1560;1660;20080112;20080112;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;1950;0;0.21;235;Nee;Nee;Nee;0;Logisch;00;Ja;2013-09-27T00:00:00.000;2008-01-12T00:00:00.000;2008-01-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231103;61972;4;3600;1950;e13*2001/116*0177*02;LU21;01;0;2022;2023-11-03T00:00:00.000;227762;G;;;;;;;;;;
07DBSV;Personenauto;PORSCHE;944 S2 CABRIOLET U9;20160323;cabriolet;ZWART;Niet geregistreerd;4;1280;1380;19890710;20060102;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1650;0;0.11;240;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2016-03-23T00:00:00.000;1989-07-10T00:00:00.000;2006-01-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220810;18718;;2990;1650;;;;;2020;2022-08-10T00:00:00.000;;;500;1200;;;;;;;;
07FRBZ;Personenauto;PORSCHE;993;20121231;coupe;ZWART;Niet geregistreerd;6;1425;1525;19960926;20000721;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden op randprofiel boven vooras in kofferruimte;1790;1;0.00;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2012-12-31T00:00:00.000;1996-09-26T00:00:00.000;2000-07-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230320;34884;;;1790;e13*95/54*0001*08;LA21;01;0;2022;2023-03-20T00:00:00.000;;;;;;;;;;;;
07FVZT;Personenauto;PORSCHE;911 CARRERA;20111203;cabriolet;ZWART;Niet geregistreerd;6;1415;1515;20000727;20000727;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1840;1;0.15;235;Nee;Nee;Nee;0;Logisch;00;Ja;2011-12-03T00:00:00.000;2000-07-27T00:00:00.000;2000-07-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230823;36503;4;3387;1840;e13*98/14*0031*07;KE12;01;0;2022;2023-08-23T00:00:00.000;;;;;;;;;;;;
07GFJD;Personenauto;PORSCHE;911 CARRERA TARGA K6;20161003;coupe;ZWART;Niet geregistreerd;6;1178;1278;19870612;20001004;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op dwarsbalk boven vooras in kofferruimte;1530;0;0.13;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2016-10-03T00:00:00.000;1987-06-12T00:00:00.000;2000-10-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240615;18857;;3164;1530;;;;;2022;2024-06-15T00:00:00.000;;;480;800;;;;;;;;
07GHGK;Personenauto;PORSCHE;911 CARRERA;20190426;coupe;ZWART;Niet geregistreerd;6;1295;1395;20001107;20001107;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1720;1;0.16;235;Nee;Nee;Nee;0;Logisch;00;Ja;2019-04-26T00:00:00.000;2000-11-07T00:00:00.000;2000-11-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230511;31297;4;3387;1720;e13*98/14*0031*08;CE11;01;0;2022;2023-05-11T00:00:00.000;;;;;;;;;;;;
07GVBB;Personenauto;PORSCHE;911 TURBO;20080903;coupe;ZWART;Niet geregistreerd;6;1515;1615;20010327;20010327;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. tegen schutbord in kofferruimte;1885;1;0.19;235;Nee;Nee;Nee;0;Geen oordeel;07;Ja;2008-09-03T00:00:00.000;2001-03-27T00:00:00.000;2001-03-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220420;47489;4;3600;1885;e13*98/14*0059*02;LT21;01;0;2021;2022-04-20T00:00:00.000;;G;;;;;0.00;;;;;
07HBD2;Personenauto;PORSCHE;911 CARRERA S;20160203;cabriolet;ZWART;Niet geregistreerd;6;1520;1620;20050718;20081015;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1930;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2016-02-03T00:00:00.000;2005-07-18T00:00:00.000;2008-10-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230201;38577;4;3824;1930;e13*2001/116*0137*01;KB12;01;0;2023;2023-02-01T00:00:00.000;;G;;;;;;;;;;
07HDZ1;Personenauto;PORSCHE;CAYENNE TURBO;20220406;stationwagen;ZWART;Niet geregistreerd;8;2330;2430;20040527;20081022;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.14;286;Nee;Nee;Nee;6580;Geen oordeel;05;Ja;2022-04-06T00:00:00.000;2004-05-27T00:00:00.000;2008-10-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230406;27449;5;4511;3080;e13*2001/116*0089*01;EB22;01;0;2022;2023-04-06T00:00:00.000;;G;750;3500;;;0.00;;;;;
07HFJT;Personenauto;PORSCHE;986;20200423;cabriolet;ZWART;Niet geregistreerd;6;1275;1375;19980616;20010614;Geen verstrekking in Open Data;Ja;2;4;0;0;432;0;M1;r. tegen schutbord in kofferruimte;1610;1;0.11;242;Nee;Nee;Nee;0;Onlogisch;04;Ja;2020-04-23T00:00:00.000;1998-06-16T00:00:00.000;2001-06-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230510;17940;2;2480;1610;e13*96/79*0020*02;KA12;KA12;0;2022;2023-05-10T00:00:00.000;;;;;;;;;;;;
