kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;catalogusprijs;zuinigheidsclassificatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type;maximum_ondersteunende_snelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;hoogte_voertuig;type_gasinstallatie;maximale_constructiesnelheid
01FRND;Personenauto;PORSCHE;986;20200326;cabriolet;ZWART;Niet geregistreerd;6;1225;1325;19970619;20000621;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. tegen schutbord in kofferruimte;1560;1;0.00;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2020-03-26T00:00:00.000;1997-06-19T00:00:00.000;2000-06-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230518;16688;;;1560;e13*95/54*0020*00;KA11;KA11;0;2022;2023-05-18T00:00:00.000;;;;;;;;;;;;
01FTPB;Personenauto;PORSCHE;911 CARRERA;20130625;Niet geregistreerd;ZWART;Niet geregistreerd;6;1370;1470;19990301;20000706;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. tegen schutbord in kofferruimte;;;0.00;235;Nee;Nee;Nee;;Geen oordeel;05;Ja;2013-06-25T00:00:00.000;1999-03-01T00:00:00.000;2000-07-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230621;;;;;;;;;2022;2023-06-21T00:00:00.000;;;;;0;;;;;;;
01GSG8;Personenauto;PORSCHE;911 CARRERA 4;20210219;cabriolet;ZWART;Niet geregistreerd;6;1510;1610;20060405;20080822;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1920;0;0.15;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2021-02-19T00:00:00.000;2006-04-05T00:00:00.000;2008-08-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240216;18668;4;3596;1920;e13*2001/116*0137*03;KA21;01;0;2023;2024-02-16T00:00:00.000;;G;;;0;;;;;;;
01HFJT;Personenauto;PORSCHE;928 GTS AUTOMATIC U9;20210121;coupe;ZWART;Niet geregistreerd;8;1632;1732;19930406;20010612;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;tegen r. voorwielscherm onder motorkap;1960;0;0.14;250;Nee;Nee;Nee;0;Onlogisch;04;Ja;2021-01-21T00:00:00.000;1993-04-06T00:00:00.000;2001-06-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230309;36458;;5396;1960;;;;;2023;2023-03-09T00:00:00.000;;;750;1600;;;;;;;;
01HHNF;Personenauto;PORSCHE;911 GT2;20060512;coupe;ZWART;Niet geregistreerd;6;1395;1495;20010709;20010709;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;1730;1;0.23;236;Nee;Nee;Nee;0;Logisch;00;Ja;2006-05-12T00:00:00.000;2001-07-09T00:00:00.000;2001-07-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230527;64518;2;3600;1730;e13*98/14*0059*03;LX11;02;0;2022;2023-05-27T00:00:00.000;;G;;;;;;;;;;
01HJN4;Personenauto;PORSCHE;911 CARRERA 4S;20230201;coupe;ZWART;Niet geregistreerd;6;1455;1555;20090106;20090106;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. schutbord by kofferruimte;1880;0;0.18;235;Nee;Nee;Nee;0;Logisch;00;Ja;2023-02-01T00:00:00.000;2009-01-06T00:00:00.000;2009-01-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230727;52535;4;3800;1880;e13*2001/116*0137*09;CE21;05;0;2023;2023-07-27T00:00:00.000;192776;G;;;;997;;;;;;
01HJR3;Personenauto;PORSCHE;CAYENNE S;20081219;terreinvoertuig;ZWART;Niet geregistreerd;8;2220;2320;20070329;20081219;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;1;0.11;286;Nee;Ja;Nee;6580;Geen oordeel;05;Ja;2008-12-19T00:00:00.000;2007-03-29T00:00:00.000;2008-12-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230823;27628;5;4511;3080;e13*2001/116*0089*05;EA22;01;0;2022;2023-08-23T00:00:00.000;;G;750;3500;0;;0.00;;;;;
01HZX2;Personenauto;PORSCHE;911 CARRERA;20090331;coupe;ZWART;Niet geregistreerd;6;1295;1395;19990805;20090331;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. tegen schutbord in kofferruimte;1720;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2009-03-31T00:00:00.000;1999-08-05T00:00:00.000;2009-03-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230402;27321;;3387;1720;e13*95/54*0031*00;CA11;01;0;2022;2023-04-02T00:00:00.000;;;;;0;;0.00;;;;;
01JFR9;Personenauto;PORSCHE;BOXSTER;20090504;cabriolet;ZWART;Niet geregistreerd;6;1250;1350;20031119;20090504;Geen verstrekking in Open Data;Ja;2;4;0;0;432;0;M1;r. tegen schutbord in kofferruimte;1600;0;0.12;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2009-05-04T00:00:00.000;2003-11-19T00:00:00.000;2009-05-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230508;16798;2;2687;1600;e13*98/14*0020*09;KK11;01;0;2022;2023-05-08T00:00:00.000;;F;;;;;;;;;;
01JGDZ;Personenauto;PORSCHE;911 CARRERA COUPE E2;20220822;coupe;ZWART;Niet geregistreerd;6;1350;1450;19940224;20020427;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op randprofiel boven vooras in kofferruimte;1710;0;0.14;227;Ja;Nee;Nee;0;Geen oordeel;05;Nee;2022-08-22T00:00:00.000;1994-02-24T00:00:00.000;2002-04-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221214;30784;;3600;1710;;;;;2022;2022-12-14T00:00:00.000;;;;;;;;;;;;
01JGL2;Personenauto;PORSCHE;CAYENNE GTS;20201111;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20090518;20090518;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.13;286;Nee;Nee;Nee;6580;Geen oordeel;07;Ja;2020-11-11T00:00:00.000;2009-05-18T00:00:00.000;2009-05-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231109;50027;5;4806;3080;e13*2001/116*0089*09;EP22;02;0;2022;2023-11-09T00:00:00.000;150702;G;750;3500;;9PA;;;;;;
01JHFF;Personenauto;PORSCHE;911 CARRERA;20220920;coupe;ZWART;Niet geregistreerd;6;1340;1440;19980408;20020328;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1765;1;0.15;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-09-20T00:00:00.000;1998-04-08T00:00:00.000;2002-03-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230920;36439;4;3387;1765;e13*95/54*0031*02;CA12;02;0;2022;2023-09-20T00:00:00.000;;;;;;;;;;;;
01JNDH;Personenauto;PORSCHE;911 CARRERA 2 CABRIOLET AUTOMATIC U9;20181206;cabriolet;ZWART;Niet geregistreerd;6;1345;1445;19910313;20020607;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op randprofiel boven vooras in kofferruimte;1720;0;0.00;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2018-12-06T00:00:00.000;1991-03-13T00:00:00.000;2002-06-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231203;30250;;3600;1720;;;;;2021;2023-12-03T00:00:00.000;;;500;1200;0;;;;;;;
01JPZ2;Personenauto;PORSCHE;911 CARRERA;20130102;coupe;ZWART;Niet geregistreerd;6;1345;1445;20040507;20090722;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1790;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2013-01-02T00:00:00.000;2004-05-07T00:00:00.000;2009-07-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230508;27203;4;3596;1790;e13*98/14*0031*14;CF11;05;0;2022;2023-05-08T00:00:00.000;;G;;;0;;;;;;;
01JSB1;Personenauto;PORSCHE;944 S2 CABRIOLET;20160222;cabriolet;ZWART;Niet geregistreerd;4;1280;1380;19900302;20090804;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1650;0;0.11;240;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2016-02-22T00:00:00.000;1990-03-02T00:00:00.000;2009-08-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;19930302;;4;2990;1650;;;;;;1993-03-02T00:00:00.000;;;500;1200;0;;;;;;;
01KFN5;Personenauto;PORSCHE;CAYENNE S;20191001;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20071127;20091109;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.12;287;Nee;Nee;Nee;6580;Geen oordeel;05;Ja;2019-10-01T00:00:00.000;2007-11-27T00:00:00.000;2009-11-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20200630;21001;5;4806;3080;e13*2001/116*0089*07;EL22;01;0;2020;2020-06-30T00:00:00.000;;G;750;3500;;;;;;;;
01KGL9;Personenauto;PORSCHE;911 TURBO;20230210;coupe;ZWART;Niet geregistreerd;6;1595;1695;20070717;20091105;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;1980;0;0.21;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2023-02-10T00:00:00.000;2007-07-17T00:00:00.000;2009-11-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231006;41917;4;3600;1980;e13*2001/116*0177*01;LU22;01;0;2023;2023-10-06T00:00:00.000;;G;;;;;;;;;;
01LBDK;Personenauto;PORSCHE;BOXSTER S;20150730;cabriolet;ZWART;Niet geregistreerd;6;1270;1370;19991013;20021017;Geen verstrekking in Open Data;Ja;2;4;0;0;432;0;M1;r. tegen schutbord in kofferruimte;1615;1;0.14;242;Nee;Nee;Nee;0;Geen oordeel;07;Ja;2015-07-30T00:00:00.000;1999-10-13T00:00:00.000;2002-10-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230806;18112;2;3179;1615;e13*98/14*0020*04;KC11;02;0;2022;2023-08-06T00:00:00.000;;;;;;;;;;;;
01LFBP;Personenauto;PORSCHE;911 CARRERA;20140721;coupe;ZWART;Niet geregistreerd;6;1295;1395;20000114;20021205;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1720;1;0.16;235;Nee;Nee;Nee;0;Geen oordeel;07;Ja;2014-07-21T00:00:00.000;2000-01-14T00:00:00.000;2002-12-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231118;31720;4;3387;1720;e13*98/14*0031*06;CE11;01;0;2022;2023-11-18T00:00:00.000;;;;;;;;;;;;
01LPX1;Personenauto;PORSCHE;CAYENNE;20180212;stationwagen;ZWART;Niet geregistreerd;6;2145;2245;20080724;20100604;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;2945;0;0.09;286;Nee;Ja;Nee;6445;Geen oordeel;05;Ja;2018-02-12T00:00:00.000;2008-07-24T00:00:00.000;2010-06-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230716;33957;5;3598;2945;e13*2001/116*0089*09;EK22;01;0;2022;2023-07-16T00:00:00.000;;G;750;3500;;9PA;;;;;;
01LXNG;Personenauto;PORSCHE;911 GT3;20210108;coupe;ZWART;Niet geregistreerd;6;1335;1435;20030613;20030613;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. tegen schutbord in kofferruimte;1660;0;0.20;236;Nee;Nee;Nee;0;Logisch;00;Ja;2021-01-08T00:00:00.000;2003-06-13T00:00:00.000;2003-06-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230522;40320;2;3600;1660;e13*98/14*0031*13;CS11;02;0;2022;2023-05-22T00:00:00.000;;G;;;;;;;;;;
01NDR3;Personenauto;PORSCHE;911 CARRERA;20140903;coupe;ZWART;Niet geregistreerd;6;1450;1550;20050228;20100810;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord kofferruimte;1815;;0.15;236;Nee;Nee;Nee;;Geen oordeel;05;Ja;2014-09-03T00:00:00.000;2005-02-28T00:00:00.000;2010-08-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231010;33399;4;3596;1815;;;;;2022;2023-10-10T00:00:00.000;;;;;0;;;;;;;
01NHL1;Personenauto;PORSCHE;911 CARRERA;20181215;coupe;ZWART;Niet geregistreerd;6;1375;1475;20020802;20100920;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1845;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2018-12-15T00:00:00.000;2002-08-02T00:00:00.000;2010-09-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230930;34404;4;3596;1845;e13*98/14*0031*11;CF12;01;0;2022;2023-09-30T00:00:00.000;;G;;;;;;;;;;
01NHRG;Personenauto;PORSCHE;CAYENNE S;20221109;MPV;ZWART;Niet geregistreerd;8;2220;2320;20031002;20031002;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.11;285;Nee;Ja;Nee;6580;Logisch;00;Ja;2022-11-09T00:00:00.000;2003-10-02T00:00:00.000;2003-10-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230527;29682;5;4511;3080;e13*2001/116*0089*01;EA22;01;0;2022;2023-05-27T00:00:00.000;;G;750;3500;0;;0.00;;;;;
01NRVB;Personenauto;PORSCHE;CAYENNE S;20220906;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20040102;20040122;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.11;286;Nee;Ja;Nee;6580;Logisch;00;Ja;2022-09-06T00:00:00.000;2004-01-02T00:00:00.000;2004-01-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240127;25592;5;4511;3080;e13*2001/116*0089*01;EA22;01;0;2023;2024-01-27T00:00:00.000;;G;750;3500;;;0.00;;;;;
01NXSL;Personenauto;PORSCHE;911 CARRERA 4;20220907;coupe;ZWART;Niet geregistreerd;6;1395;1495;19991208;20040326;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1820;1;0.15;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-09-07T00:00:00.000;1999-12-08T00:00:00.000;2004-03-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230906;33297;4;3387;1820;e13*98/14*0031*06;CE22;02;0;2022;2023-09-06T00:00:00.000;;;;;;;;;;;;
01PDKP;Personenauto;PORSCHE;CAYENNE;20180821;stationwagen;ZWART;Niet geregistreerd;6;2145;2245;20040511;20040511;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;2945;0;0.08;286;Nee;Ja;Nee;6445;Logisch;00;Ja;2018-08-21T00:00:00.000;2004-05-11T00:00:00.000;2004-05-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230619;22929;5;3189;2945;e13*2001/116*0089*02;EC22;01;0;2022;2023-06-19T00:00:00.000;;G;750;3500;;;;;;;;
01PDN3;Personenauto;PORSCHE;CAYENNE TURBO;20211022;stationwagen;ZWART;Niet geregistreerd;8;2145;2245;20110107;20110107;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2880;0;0.16;290;Nee;Nee;Nee;6380;Logisch;00;Ja;2021-10-22T00:00:00.000;2011-01-07T00:00:00.000;2011-01-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231109;41522;5;4806;2880;e13*2007/46*1085*03;EC22;02;0;2022;2023-11-09T00:00:00.000;167865;F;750;3500;;92A;0.00;;;;;
01PFXT;Personenauto;PORSCHE;968 COUPE;20040528;coupe;ZWART;Niet geregistreerd;4;1342;1442;19920910;20040528;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1700;0;0.00;240;Nee;Nee;Nee;0;Geen oordeel;07;Ja;2004-05-28T00:00:00.000;1992-09-10T00:00:00.000;2004-05-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20080815;19139;4;2990;1700;;;;;2006;2008-08-15T00:00:00.000;;;500;1200;0;;;;;;;
01PST8;Personenauto;PORSCHE;911 CARRERA 4S TURBO-LOOK;20180115;coupe;ZWART;Niet geregistreerd;6;1425;1525;19971103;20110323;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden op randprofiel boven vooras in kofferruimte;1790;1;0.14;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2018-01-15T00:00:00.000;1997-11-03T00:00:00.000;2011-03-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230617;32925;4;3600;1790;e13*95/54*0001*09;LA21;01;0;2022;2023-06-17T00:00:00.000;;;;;0;;;;;;;
01PVZ6;Personenauto;PORSCHE;911 CARRERA 4S;20211101;coupe;ZWART;Niet geregistreerd;6;1450;1550;20060224;20110407;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1875;0;0.17;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2021-11-01T00:00:00.000;2006-02-24T00:00:00.000;2011-04-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231224;36988;4;3824;1875;e13*2001/116*0137*03;CB21;01;0;2022;2023-12-24T00:00:00.000;;G;;;;;;;;;;
01RBLL;Personenauto;PORSCHE;CAYENNE S;20141120;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20050201;20050201;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat in kofferruimte;3080;0;0.11;286;Nee;Nee;Nee;6580;Logisch;00;Ja;2014-11-20T00:00:00.000;2005-02-01T00:00:00.000;2005-02-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230808;32271;5;4511;3080;e13*2001/116*0089*04;EA22;01;0;2022;2023-08-08T00:00:00.000;;G;750;3500;;;;;;;;
01RDR5;Personenauto;PORSCHE;BOXSTER;20110427;cabriolet;ZWART;Niet geregistreerd;6;1270;1370;20060317;20110427;Geen verstrekking in Open Data;Nee;2;4;0;0;433;0;M1;r. tegen schutbord in kofferruimte;1610;0;0.13;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2011-04-27T00:00:00.000;2006-03-17T00:00:00.000;2011-04-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230602;16313;2;2687;1610;e13*2001/116*0141*02;KM11;A1;0;2022;2023-06-02T00:00:00.000;;F;;;;;;;;;;
