kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximum_ondersteunende_snelheid;type_gasinstallatie;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00GNJ5;Personenauto;HYUNDAI;I 10;20230729;20080729;743;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080729;20080729;Geen verstrekking in Open Data;8859;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-29T00:00:00.000;2008-07-29T00:00:00.000;2008-07-29T00:00:00.000;2008-07-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GNL5;Personenauto;HYUNDAI;I 10;20230803;20110923;963;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080731;20080731;Geen verstrekking in Open Data;9699;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-08-03T00:00:00.000;2011-09-23T00:00:00.000;2008-07-31T00:00:00.000;2008-07-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GNP5;Personenauto;HYUNDAI;I 10;20230601;20180303;2316;MPV;5;ROOD;Niet geregistreerd;4;1086;930;1430;1030;;700;20080730;20080730;Geen verstrekking in Open Data;12890;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*00;F5P11;A41CZ1;0;0.05;238;Nee;Nee;Nee;2130;0;2022;Logisch;00;Ja;2023-06-01T00:00:00.000;2018-03-03T00:00:00.000;2008-07-30T00:00:00.000;2008-07-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GNS8;Personenauto;HYUNDAI;GETZ;20230311;20170214;2249;MPV;5;ZWART;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080801;20080801;Geen verstrekking in Open Data;12634;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*2001/116*0123*00;F5P21;M52AZ1;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-03-11T00:00:00.000;2017-02-14T00:00:00.000;2008-08-01T00:00:00.000;2008-08-01T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GNX9;Personenauto;HYUNDAI;GETZ;20240219;20190223;2249;MPV;5;ZWART;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080731;20080731;Geen verstrekking in Open Data;12634;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*2001/116*0123*00;F5P21;M52AZ1;0;0.06;246;Nee;Nee;Nee;2510;0;2023;Geen oordeel;07;Ja;2024-02-19T00:00:00.000;2019-02-23T00:00:00.000;2008-07-31T00:00:00.000;2008-07-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GPD6;Personenauto;HYUNDAI;TUCSON;20231210;20191210;6172;MPV;5;GRIJS;Niet geregistreerd;4;1975;1437;2050;1537;500;1400;20080808;20080808;Geen verstrekking in Open Data;26470;Ja;4;4;0;0;433;0;M1;r. op dwarsbalk onder voorzitting;2050;;e4*2001/116*0087*09;ADZ;V;0;0.07;263;Nee;Nee;Nee;3450;0;2022;Logisch;00;Ja;2023-12-10T00:00:00.000;2019-12-10T00:00:00.000;2008-08-08T00:00:00.000;2008-08-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GPT3;Personenauto;HYUNDAI;I 30;20230602;20230130;5282;MPV;5;GRIJS;Niet geregistreerd;4;1591;1189;1740;1289;550;1200;20080808;20080808;Geen verstrekking in Open Data;24200;Ja;4;4;0;0;425;0;M1;op dwarsbalk by r. voorzitting;1740;FD;e11*2001/116*0313*05;B5P61;A41AZ1;0;0.07;265;Nee;Nee;Nee;2940;0;2023;Logisch;00;Ja;2023-06-02T00:00:00.000;2023-01-30T00:00:00.000;2008-08-08T00:00:00.000;2008-08-08T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GRG6;Personenauto;HYUNDAI;I 10;20240210;20170211;1303;MPV;5;ROOD;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080815;20080815;Geen verstrekking in Open Data;10994;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Logisch;00;Ja;2024-02-10T00:00:00.000;2017-02-11T00:00:00.000;2008-08-15T00:00:00.000;2008-08-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GRR8;Personenauto;HYUNDAI;GETZ;20230819;20220210;1077;MPV;5;ZWART;Niet geregistreerd;4;1086;950;1440;1050;450;700;20080821;20080821;Geen verstrekking in Open Data;10134;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1440;;e4*2001/116*0123*00;F5P11;M51AZ1;0;0.05;246;Nee;Nee;Nee;2140;0;2022;Logisch;00;Ja;2023-08-19T00:00:00.000;2022-02-10T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GRV6;Personenauto;HYUNDAI;I 10;20230626;20200626;622;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080904;20080904;Geen verstrekking in Open Data;8399;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-06-26T00:00:00.000;2020-06-26T00:00:00.000;2008-09-04T00:00:00.000;2008-09-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GRZ9;Personenauto;HYUNDAI;GETZ;20230826;20150903;3412;hatchback;5;GRIJS;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080829;20080829;Geen verstrekking in Open Data;17070;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*98/14*0066*10;E2;PVN;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-08-26T00:00:00.000;2015-09-03T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSH8;Personenauto;HYUNDAI;SANTA FE;20230902;20150522;13046;MPV;7;ZWART;Niet geregistreerd;4;2188;1788;2520;1888;750;2000;20080827;20080827;Geen verstrekking in Open Data;42724;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;2520;CM;e11*2001/116*0270*05;F7D51;A51AZ1;0;0.06;270;Nee;Nee;Nee;4520;0;2022;Logisch;00;Ja;2023-09-02T00:00:00.000;2015-05-22T00:00:00.000;2008-08-27T00:00:00.000;2008-08-27T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00GSL1;Personenauto;HYUNDAI;I 10;20240211;20180126;622;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080829;20080829;Geen verstrekking in Open Data;8399;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Logisch;00;Ja;2024-02-11T00:00:00.000;2018-01-26T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSP5;Personenauto;HYUNDAI;GETZ;20230901;20210904;2249;MPV;5;ZWART;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080829;20080829;Geen verstrekking in Open Data;12634;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*2001/116*0123*00;F5P21;M52AZ1;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-09-01T00:00:00.000;2021-09-04T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSP6;Personenauto;HYUNDAI;I 10;20230516;20140524;753;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080829;20080829;Geen verstrekking in Open Data;8899;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-05-16T00:00:00.000;2014-05-24T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSP7;Personenauto;HYUNDAI;MATRIX;20240223;20140130;3887;MPV;5;BLAUW;Niet geregistreerd;4;1599;1223;1800;1323;550;1300;20080828;20080828;Geen verstrekking in Open Data;17754;Ja;4;4;0;0;406;0;M1;r. tegen schutbord onder motorkap;1800;FCT;e4*2001/116*0126*01;F5P11;M51AZ1;0;0.06;260;Nee;Nee;Nee;3100;0;2023;Geen oordeel;07;Ja;2024-02-23T00:00:00.000;2014-01-30T00:00:00.000;2008-08-28T00:00:00.000;2008-08-28T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSX2;Personenauto;HYUNDAI;ACCENT;20230829;20130103;2856;MPV;5;ROOD;Niet geregistreerd;4;1399;1055;1600;1155;453;1100;20080829;20080829;Geen verstrekking in Open Data;14950;Ja;2;4;0;0;405;0;M1;op dwarsbalk onder r. voorzitting;1600;;e4*2001/116*0103*01;FG1;M1;0;0.06;250;Nee;Nee;Nee;2700;0;2022;Logisch;00;Ja;2023-08-29T00:00:00.000;2013-01-03T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSX3;Personenauto;HYUNDAI;I 10;20230829;20150706;647;MPV;5;ROOD;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080829;20080829;Geen verstrekking in Open Data;8494;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Onlogisch;04;Ja;2023-08-29T00:00:00.000;2015-07-06T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSX4;Personenauto;HYUNDAI;I 10;20230907;20221004;743;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080829;20080829;Geen verstrekking in Open Data;8859;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-09-07T00:00:00.000;2022-10-04T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GSZ7;Personenauto;HYUNDAI;I 10;20230718;20220711;753;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080829;20080829;Geen verstrekking in Open Data;8899;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Logisch;00;Ja;2023-07-18T00:00:00.000;2022-07-11T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GTG5;Personenauto;HYUNDAI;I 10;20231213;20181228;953;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080905;20080905;Geen verstrekking in Open Data;9660;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-12-13T00:00:00.000;2018-12-28T00:00:00.000;2008-09-05T00:00:00.000;2008-09-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GTK4;Personenauto;HYUNDAI;I 10;20230904;20220424;647;MPV;5;ROOD;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080904;20080904;Geen verstrekking in Open Data;8494;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-09-04T00:00:00.000;2022-04-24T00:00:00.000;2008-09-04T00:00:00.000;2008-09-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GTV3;Personenauto;HYUNDAI;GETZ;20230504;20220623;2409;hatchback;5;BLAUW;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080911;20080911;Geen verstrekking in Open Data;13244;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*98/14*0066*10;E2;PVN;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-05-04T00:00:00.000;2022-06-23T00:00:00.000;2008-09-11T00:00:00.000;2008-09-11T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GTZ4;Personenauto;HYUNDAI;TUCSON;20240122;20210115;6058;MPV;5;ZWART;Niet geregistreerd;4;1975;1437;2050;1537;500;1400;20080912;20080912;Geen verstrekking in Open Data;26034;Ja;4;4;0;0;433;0;M1;r. op dwarsbalk onder voorzitting;2050;;e4*2001/116*0087*09;ADZ;V;0;0.07;263;Nee;Nee;Nee;3450;0;2023;Logisch;00;Ja;2024-01-22T00:00:00.000;2021-01-15T00:00:00.000;2008-09-12T00:00:00.000;2008-09-12T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GVF6;Personenauto;HYUNDAI;I 10;20230917;20080917;2228;MPV;5;ROOD;Niet geregistreerd;4;1086;930;1430;1030;;700;20080917;20080917;Geen verstrekking in Open Data;12554;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*01;F5P11;A41CZ1;0;0.05;238;Nee;Nee;Nee;2130;0;2022;Logisch;00;Ja;2023-09-17T00:00:00.000;2008-09-17T00:00:00.000;2008-09-17T00:00:00.000;2008-09-17T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GVN7;Personenauto;HYUNDAI;I 10;20230917;20080926;1966;MPV;5;BLAUW;Niet geregistreerd;4;1086;930;1430;1030;;700;20080917;20080917;Geen verstrekking in Open Data;11555;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*00;F5P11;A41CZ1;0;0.05;238;Nee;Nee;Nee;2130;0;2022;Logisch;00;Ja;2023-09-17T00:00:00.000;2008-09-26T00:00:00.000;2008-09-17T00:00:00.000;2008-09-17T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GVS1;Personenauto;HYUNDAI;I 30CW;20230930;20080918;3679;MPV;5;GRIJS;Niet geregistreerd;4;1591;1211;1820;1311;550;1200;20080918;20080918;Geen verstrekking in Open Data;20054;Ja;4;4;0;0;448;0;M1;op dwarsbalk by r. voorzitting;1820;FD;e11*2001/116*0313*06;F5P61;M52AZ1;0;0.07;270;Nee;Nee;Nee;3020;0;2022;Logisch;00;Ja;2023-09-30T00:00:00.000;2008-09-18T00:00:00.000;2008-09-18T00:00:00.000;2008-09-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GVV4;Personenauto;HYUNDAI;GETZ;20230716;20100628;2249;MPV;5;ZWART;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080926;20080926;Geen verstrekking in Open Data;12634;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*2001/116*0123*00;F5P21;M52AZ1;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-07-16T00:00:00.000;2010-06-28T00:00:00.000;2008-09-26T00:00:00.000;2008-09-26T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GVZ7;Personenauto;HYUNDAI;GETZ;20230613;20200923;2320;MPV;5;BLAUW;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080924;20080924;Geen verstrekking in Open Data;12904;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*2001/116*0123*00;F5P21;M52AZ1;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-06-13T00:00:00.000;2020-09-23T00:00:00.000;2008-09-24T00:00:00.000;2008-09-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GXX2;Personenauto;HYUNDAI;I 10;20230717;20130216;743;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080926;20080926;Geen verstrekking in Open Data;8859;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-17T00:00:00.000;2013-02-16T00:00:00.000;2008-09-26T00:00:00.000;2008-09-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GZF2;Personenauto;HYUNDAI;GETZ;20230928;20080930;2330;MPV;5;GRIJS;Niet geregistreerd;4;1399;1000;1510;1100;450;1000;20080930;20080930;Geen verstrekking in Open Data;12944;Ja;4;4;0;0;383;0;M1;r. op dwarsbalk by voorzitting;1510;;e4*2001/116*0123*00;F5P21;M52AZ1;0;0.06;246;Nee;Nee;Nee;2510;0;2022;Logisch;00;Ja;2023-09-28T00:00:00.000;2008-09-30T00:00:00.000;2008-09-30T00:00:00.000;2008-09-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
00GZF3;Personenauto;HYUNDAI;I 10;20230304;20220314;953;MPV;5;BEIGE;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080929;20080929;Geen verstrekking in Open Data;9660;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-03-04T00:00:00.000;2022-03-14T00:00:00.000;2008-09-29T00:00:00.000;2008-09-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
