kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximum_ondersteunende_snelheid;type_gasinstallatie;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00SKF4;Personenauto;HYUNDAI;IX35;20231013;20221116;9234;MPV;5;ZWART;Niet geregistreerd;4;1998;1372;1980;1472;736;1600;20111013;20111013;Geen verstrekking in Open Data;32835;Ja;4;4;0;0;441;0;M1;r. dwarsbalk by voorzitting;1980;ELH;e11*2007/46*0192*00;F5P11;A61BZ1;0;0.08;264;Nee;Nee;Nee;3580;0;2022;Logisch;00;Ja;2023-10-13T00:00:00.000;2022-11-16T00:00:00.000;2011-10-13T00:00:00.000;2011-10-13T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SKH9;Personenauto;HYUNDAI;I 30CW;20231013;20180212;3413;MPV;5;GRIJS;Niet geregistreerd;4;1396;1211;1820;1311;550;1200;20111013;20111013;Geen verstrekking in Open Data;19255;Ja;4;4;0;0;450;0;M1;r. dwarsbalk by voorzitting;1820;FDH;e11*2001/116*0343*11;F5PG1;M56AZ1;0;0.06;270;Nee;Nee;Nee;3020;0;2022;Logisch;00;Ja;2023-10-13T00:00:00.000;2018-02-12T00:00:00.000;2011-10-13T00:00:00.000;2011-10-13T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SLH4;Personenauto;HYUNDAI;I 10;20231027;20170829;;MPV;5;BLAUW;Niet geregistreerd;4;1248;885;1410;985;450;800;20111025;20111025;Geen verstrekking in Open Data;11400;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1410;PA;e4*2001/116*0131*05;F5P51;M56AZ1;0;0.06;238;Nee;Nee;Nee;2210;0;2022;Logisch;00;Ja;2023-10-27T00:00:00.000;2017-08-29T00:00:00.000;2011-10-25T00:00:00.000;2011-10-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SLK9;Personenauto;HYUNDAI;IX35;20231028;20111028;4788;MPV;5;ZWART;Niet geregistreerd;4;1591;1280;1830;1380;690;1200;20111028;20111028;Geen verstrekking in Open Data;25040;Ja;4;4;0;0;441;0;M1;r. dwarsbalk by voorzitting;1830;ELH;e11*2007/46*0192*00;F5P31;M64AZ1;0;0.07;264;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-10-28T00:00:00.000;2011-10-28T00:00:00.000;2011-10-28T00:00:00.000;2011-10-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SLX8;Personenauto;HYUNDAI;I20;20231108;20191116;2139;MPV;5;GRIJS;Niet geregistreerd;4;1396;1010;1565;1110;450;1000;20111108;20111108;Geen verstrekking in Open Data;14970;Ja;4;4;0;0;394;0;M1;r. bodemplaat by voorzitting;1565;PBT;e11*2007/46*0129*02;F5P51;M52AZ1;0;0.07;253;Nee;Nee;Nee;2565;0;2022;Logisch;00;Ja;2023-11-08T00:00:00.000;2019-11-16T00:00:00.000;2011-11-08T00:00:00.000;2011-11-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SNJ4;Personenauto;HYUNDAI;I 10;20231220;20141211;;MPV;5;WIT;Niet geregistreerd;4;1086;880;1405;980;400;700;20111031;20111031;Geen verstrekking in Open Data;8695;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Geen oordeel;02;Ja;2023-12-20T00:00:00.000;2014-12-11T00:00:00.000;2011-10-31T00:00:00.000;2011-10-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SNJ5;Personenauto;HYUNDAI;IX35;20231029;20161124;7142;MPV;5;WIT;Niet geregistreerd;4;1998;1355;1980;1455;727;1900;20111029;20111029;Geen verstrekking in Open Data;30295;Ja;4;4;0;0;441;0;M1;r. dwarsbalk by voorzitting;1980;ELH;e11*2007/46*0192*00;F5P11;M51BZ1;0;0.08;264;Nee;Nee;Nee;3880;0;2022;Logisch;00;Ja;2023-10-29T00:00:00.000;2016-11-24T00:00:00.000;2011-10-29T00:00:00.000;2011-10-29T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SNN6;Personenauto;HYUNDAI;I 10;20231031;20191228;;MPV;5;WIT;Niet geregistreerd;4;1086;880;1405;980;400;700;20111031;20111031;Geen verstrekking in Open Data;9495;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-10-31T00:00:00.000;2019-12-28T00:00:00.000;2011-10-31T00:00:00.000;2011-10-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SNN7;Personenauto;HYUNDAI;I 10;20231102;20170104;;MPV;5;GRIJS;Niet geregistreerd;4;1086;880;1405;980;400;700;20111031;20111031;Geen verstrekking in Open Data;9060;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-11-02T00:00:00.000;2017-01-04T00:00:00.000;2011-10-31T00:00:00.000;2011-10-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SNZ6;Personenauto;HYUNDAI;IX20;20230705;20180303;3781;MPV;5;ZWART;Niet geregistreerd;4;1591;1155;1710;1255;550;1300;20111111;20111111;Geen verstrekking in Open Data;21550;Ja;4;4;0;0;410;0;M1;r. dwarsbalk by voorzitting;1710;JC;e4*2007/46*0207*01;F5P41;M61BZ1;0;0.07;262;Nee;Nee;Nee;3010;0;2022;Logisch;00;Ja;2023-07-05T00:00:00.000;2018-03-03T00:00:00.000;2011-11-11T00:00:00.000;2011-11-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SPG5;Personenauto;HYUNDAI;I 10;20230923;20221119;;MPV;5;GRIJS;Niet geregistreerd;4;1086;880;1405;980;400;700;20111104;20111104;Geen verstrekking in Open Data;8360;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-09-23T00:00:00.000;2022-11-19T00:00:00.000;2011-11-04T00:00:00.000;2011-11-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SPT1;Personenauto;HYUNDAI;I 30CW;20231119;20191112;3761;MPV;5;GRIJS;Niet geregistreerd;4;1591;1211;1820;1311;550;1200;20111110;20111110;Geen verstrekking in Open Data;20255;Ja;4;4;0;0;450;0;M1;r. dwarsbalk by voorzitting;1820;FDH;e11*2001/116*0343*12;F5PI1;M64CZ1;0;0.07;270;Nee;Nee;Nee;3020;0;2022;Logisch;00;Ja;2023-11-19T00:00:00.000;2019-11-12T00:00:00.000;2011-11-10T00:00:00.000;2011-11-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SRD1;Personenauto;HYUNDAI;I20;20231031;20190711;1189;MPV;5;GRIJS;Niet geregistreerd;4;1248;945;1515;1045;450;850;20111116;20111116;Geen verstrekking in Open Data;13490;Ja;4;4;0;0;394;0;M1;r. bodemplaat by voorzitting;1515;PBT;e11*2007/46*0129*02;F5P41;M51AZ1;0;0.05;253;Nee;Nee;Nee;2365;0;2022;Logisch;00;Ja;2023-10-31T00:00:00.000;2019-07-11T00:00:00.000;2011-11-16T00:00:00.000;2011-11-16T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SRL9;Personenauto;HYUNDAI;I 10;20231202;20210907;;MPV;5;GRIJS;Niet geregistreerd;4;1086;880;1405;980;400;700;20111118;20111118;Geen verstrekking in Open Data;9060;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-12-02T00:00:00.000;2021-09-07T00:00:00.000;2011-11-18T00:00:00.000;2011-11-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SRR3;Personenauto;HYUNDAI;I 10;20231125;20210515;2064;MPV;5;BLAUW;Niet geregistreerd;4;1248;915;1430;1015;450;700;20111125;20111125;Geen verstrekking in Open Data;12895;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*05;F5P51;A42CZ1;0;0.06;238;Nee;Nee;Nee;2130;0;2022;Logisch;00;Ja;2023-11-25T00:00:00.000;2021-05-15T00:00:00.000;2011-11-25T00:00:00.000;2011-11-25T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SRT3;Personenauto;HYUNDAI;IX35;20231130;20191031;8119;MPV;5;ZWART;Niet geregistreerd;4;1998;1372;1980;1472;736;1600;20111125;20111125;Geen verstrekking in Open Data;28535;Ja;4;4;0;0;441;0;M1;r. dwarsbalk by voorzitting;1980;ELH;e11*2007/46*0192*00;F5P11;A61AZ1;0;0.08;264;Nee;Nee;Nee;3580;0;2022;Logisch;00;Ja;2023-11-30T00:00:00.000;2019-10-31T00:00:00.000;2011-11-25T00:00:00.000;2011-11-25T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00STD8;Personenauto;HYUNDAI;IX35;20231001;20211029;8435;MPV;5;ZWART;Niet geregistreerd;4;1998;1372;1980;1472;736;1600;20111124;20111124;Geen verstrekking in Open Data;30830;Ja;4;4;0;0;441;0;M1;r. dwarsbalk by voorzitting;1980;ELH;e11*2007/46*0192*00;F5P11;A61AZ1;0;0.08;264;Nee;Nee;Nee;3580;0;2022;Logisch;00;Ja;2023-10-01T00:00:00.000;2021-10-29T00:00:00.000;2011-11-24T00:00:00.000;2011-11-24T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00STK3;Personenauto;HYUNDAI;I 10;20231129;20181107;;MPV;5;WIT;Niet geregistreerd;4;1086;880;1405;980;400;700;20111129;20111129;Geen verstrekking in Open Data;7995;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-11-29T00:00:00.000;2018-11-07T00:00:00.000;2011-11-29T00:00:00.000;2011-11-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SVB2;Personenauto;HYUNDAI;IX20;20231222;20141210;3570;MPV;5;GRIJS;Niet geregistreerd;4;1591;1155;1710;1255;550;1300;20111202;20111202;Geen verstrekking in Open Data;20015;Ja;4;4;0;0;410;0;M1;r. dwarsbalk by voorzitting;1710;JC;e4*2007/46*0207*01;F5P41;M61BZ1;0;0.07;262;Nee;Nee;Nee;3010;0;2022;Logisch;00;Ja;2023-12-22T00:00:00.000;2014-12-10T00:00:00.000;2011-12-02T00:00:00.000;2011-12-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SVF2;Personenauto;HYUNDAI;I 10;20240124;20120124;;MPV;5;GRIJS;Niet geregistreerd;4;1086;880;1405;980;400;700;20120124;20120124;Geen verstrekking in Open Data;9859;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Logisch;00;Ja;2024-01-24T00:00:00.000;2012-01-24T00:00:00.000;2012-01-24T00:00:00.000;2012-01-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SVF3;Personenauto;HYUNDAI;I 10;20230925;20210311;;MPV;5;ZWART;Niet geregistreerd;4;1086;880;1405;980;400;700;20111213;20111213;Geen verstrekking in Open Data;9900;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-09-25T00:00:00.000;2021-03-11T00:00:00.000;2011-12-13T00:00:00.000;2011-12-13T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SVF4;Personenauto;HYUNDAI;I 10;20231207;20170218;2086;MPV;5;GRIJS;Niet geregistreerd;4;1248;915;1430;1015;450;700;20111207;20111207;Geen verstrekking in Open Data;13055;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*05;F5P51;A42CZ1;0;0.06;238;Nee;Nee;Nee;2130;0;2022;Geen oordeel;07;Ja;2023-12-07T00:00:00.000;2017-02-18T00:00:00.000;2011-12-07T00:00:00.000;2011-12-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SVL6;Personenauto;HYUNDAI;I 10;20240228;20181101;2058;MPV;5;GRIJS;Niet geregistreerd;4;1248;915;1430;1015;450;700;20111227;20111227;Geen verstrekking in Open Data;12855;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*05;F5P51;A42CZ1;0;0.06;238;Nee;Nee;Nee;2130;0;2023;Logisch;00;Ja;2024-02-28T00:00:00.000;2018-11-01T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SVV6;Personenauto;HYUNDAI;I 30CW;20231013;20201021;3440;MPV;5;GRIJS;Niet geregistreerd;4;1396;1211;1820;1311;550;1200;20111215;20111215;Geen verstrekking in Open Data;19455;Ja;4;4;0;0;450;0;M1;r. dwarsbalk by voorzitting;1820;FDH;e11*2001/116*0343*12;F5PG1;M56AZ1;0;0.06;270;Nee;Nee;Nee;3020;0;2022;Logisch;00;Ja;2023-10-13T00:00:00.000;2020-10-21T00:00:00.000;2011-12-15T00:00:00.000;2011-12-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SXH3;Personenauto;HYUNDAI;I20;20240211;20120105;1092;MPV;5;BLAUW;Niet geregistreerd;4;1248;935;1515;1035;450;850;20120105;20120105;Geen verstrekking in Open Data;12789;Ja;2;4;0;0;394;0;M1;r. dwarsbalk by voorzitting;1515;PB;e11*2001/116*0333*04;F5P41;M51AY1;0;0.06;253;Nee;Nee;Nee;2365;0;2023;Logisch;00;Ja;2024-02-11T00:00:00.000;2012-01-05T00:00:00.000;2012-01-05T00:00:00.000;2012-01-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SXJ7;Personenauto;HYUNDAI;I 10;20230901;20141220;875;MPV;5;GRIJS;Niet geregistreerd;4;1086;910;1425;1010;400;700;20110901;20120127;Geen verstrekking in Open Data;10695;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1425;PA;e4*2001/116*0131*05;F5P41;A41CZ1;0;0.05;238;Nee;Nee;Nee;2125;0;2022;Geen oordeel;05;Ja;2023-09-01T00:00:00.000;2014-12-20T00:00:00.000;2011-09-01T00:00:00.000;2012-01-27T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SXL2;Personenauto;HYUNDAI;I 10;20240113;20211111;;MPV;5;BLAUW;Niet geregistreerd;4;1086;880;1405;980;400;700;20111227;20111227;Geen verstrekking in Open Data;9900;Ja;4;4;0;0;0;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*05;F5P41;M55AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Onlogisch;04;Ja;2024-01-13T00:00:00.000;2021-11-11T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SXL3;Personenauto;HYUNDAI;IX20;20240120;20180818;3983;MPV;5;BLAUW;Niet geregistreerd;4;1591;1155;1710;1255;550;1300;20120120;20120120;Geen verstrekking in Open Data;23014;Ja;4;4;0;0;410;0;M1;r. dwarsbalk by voorzitting;1710;JC;e4*2007/46*0207*01;F5P41;M61BZ1;0;0.07;262;Nee;Nee;Nee;3010;0;2023;Logisch;00;Ja;2024-01-20T00:00:00.000;2018-08-18T00:00:00.000;2012-01-20T00:00:00.000;2012-01-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SXT8;Personenauto;HYUNDAI;IX20;20230830;20120427;2959;MPV;5;GRIJS;Niet geregistreerd;4;1396;1153;1710;1253;550;1300;20111227;20111227;Geen verstrekking in Open Data;19015;Ja;4;4;0;0;410;0;M1;r. dwarsbalk by voorzitting;1710;JC;e4*2007/46*0207*01;F5P21;M52BZ1;0;0.05;262;Nee;Nee;Nee;3010;0;2022;Logisch;00;Ja;2023-08-30T00:00:00.000;2012-04-27T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SXT9;Personenauto;HYUNDAI;I 30CW;20231227;20111227;3069;MPV;5;BRUIN;Niet geregistreerd;4;1396;1211;1820;1311;550;1200;20111227;20111227;Geen verstrekking in Open Data;16755;Ja;4;4;0;0;450;0;M1;r. dwarsbalk by voorzitting;1820;FDH;e11*2001/116*0343*12;F5PG1;M56AZ1;0;0.06;270;Nee;Nee;Nee;3020;0;2022;Logisch;00;Ja;2023-12-27T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SZF7;Personenauto;HYUNDAI;I20;20230714;20200905;1257;MPV;5;ZWART;Niet geregistreerd;4;1248;945;1515;1045;450;850;20120109;20120109;Geen verstrekking in Open Data;13990;Ja;4;4;0;0;394;0;M1;r. bodemplaat by voorzitting;1515;PBT;e11*2007/46*0129*02;F5P41;M51AZ1;0;0.05;253;Nee;Nee;Nee;2365;0;2022;Logisch;00;Ja;2023-07-14T00:00:00.000;2020-09-05T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
00SZF8;Personenauto;HYUNDAI;IX20;20240125;20180417;4785;MPV;5;GRIJS;Niet geregistreerd;4;1591;1169;1730;1269;550;1100;20120120;20120120;Geen verstrekking in Open Data;23105;Ja;4;4;0;0;410;0;M1;r. dwarsbalk by voorzitting;1730;JC;e4*2007/46*0207*01;F5P51;A41BZ1;0;0.07;262;Nee;Nee;Nee;2830;0;2022;Logisch;00;Ja;2024-01-25T00:00:00.000;2018-04-17T00:00:00.000;2012-01-20T00:00:00.000;2012-01-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
