kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;aantal_zitplaatsen;cilinderinhoud;maximum_trekken_massa_geremd;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;zuinigheidsclassificatie;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
00SPL3;Personenauto;CITROEN;CITROEN C1;20171002;hatchback;BLAUW;Niet geregistreerd;3;805;905;20111108;20111108;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-10-02T00:00:00.000;2011-11-08T00:00:00.000;2011-11-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231108;2023-11-08T00:00:00.000;;1190;;9825;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00STT1;Personenauto;CITROEN;BERLINGO;20171020;MPV;BLAUW;Niet geregistreerd;4;1380;1480;20111130;20111130;Geen verstrekking in Open Data;Ja;0;4;M1;r. schroefveerkoker;0.06;273;Nee;Nee;Nee;2023;Logisch;00;Ja;2017-10-20T00:00:00.000;2011-11-30T00:00:00.000;2011-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1300;0;0;438;0;2000;0;3000;20240126;2024-01-26T00:00:00.000;5821;2000;740;24954;7;e2*2001/116*0366*15;J5FS;0;0;0.00;C;;;
00STT7;Personenauto;CITROEN;C3;20221208;hatchback;BLAUW;Niet geregistreerd;4;1050;1150;20111130;20111130;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0.06;245;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-12-08T00:00:00.000;2011-11-30T00:00:00.000;2011-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1397;1150;0;0;394;0;1576;0;2476;20231208;2023-12-08T00:00:00.000;2870;1576;570;16895;S*****;e2*2007/46*0003*09;C8FP;0/1;0;0.00;B;;;
00SZD3;Personenauto;CITROEN;C3;20180117;hatchback;BLAUW;Niet geregistreerd;4;1005;1105;20111227;20111227;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0.05;245;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-01-17T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1360;1105;0;0;394;0;1529;0;2329;20231231;2023-12-31T00:00:00.000;3148;1529;550;17005;S*****;e2*2007/46*0003*09;CKFT;0/1;0;0.00;C;;;
00SZR6;Personenauto;CITROEN;CITROEN C1;20141108;hatchback;BLAUW;Niet geregistreerd;3;805;905;20111229;20111229;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2014-11-08T00:00:00.000;2011-12-29T00:00:00.000;2011-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231229;2023-12-29T00:00:00.000;;1190;;9825;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00TG27;Personenauto;CITROEN;AMI-8-BREAK;20091218;Niet geregistreerd;BLAUW;Niet geregistreerd;2;719;819;19770927;19770927;Geen verstrekking in Open Data;Nee;4;4;M1;op bodemplaat v. achterzitting;0.00;240;Nee;Nee;Nee;2004;Geen oordeel;01;Ja;2009-12-18T00:00:00.000;1977-09-27T00:00:00.000;1977-09-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20051105;2005-11-05T00:00:00.000;;;;;;;;;;;;;;
00TG49;Personenauto;CITROEN;DYANE 6;20010712;Niet geregistreerd;BLAUW;Niet geregistreerd;2;595;695;19770926;19770926;Geen verstrekking in Open Data;Ja;4;4;M1;op bodemplaat v. voorzitting;0.00;240;Nee;Nee;Nee;2021;Geen oordeel;01;Ja;2001-07-12T00:00:00.000;1977-09-26T00:00:00.000;1977-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20230826;2023-08-26T00:00:00.000;;;;;;;;;;;;;;
00TGX2;Personenauto;CITROEN;C4 PICASSO;20210408;MPV;BLAUW;Niet geregistreerd;4;1405;1505;20120127;20120127;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.08;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-04-08T00:00:00.000;2012-01-27T00:00:00.000;2012-01-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2040;0;3390;20230324;2023-03-24T00:00:00.000;5992;2040;750;29760;U;e2*2001/116*0345*15;D5FV;8/1P;0;0.00;B;;;
00THJ9;Personenauto;CITROEN;CITROEN C1;20221214;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120216;20120216;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-12-14T00:00:00.000;2012-02-16T00:00:00.000;2012-02-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240107;2024-01-07T00:00:00.000;;1190;;9825;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00THS2;Personenauto;CITROEN;CITROEN C1;20151007;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120224;20120224;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2015-10-07T00:00:00.000;2012-02-24T00:00:00.000;2012-02-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231028;2023-10-28T00:00:00.000;;1190;;9825;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00TJH2;Personenauto;CITROEN;CITROEN C1;20221025;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120213;20120213;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2023;Logisch;00;Ja;2022-10-25T00:00:00.000;2012-02-13T00:00:00.000;2012-02-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240213;2024-02-13T00:00:00.000;;1190;;9825;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00TLF9;Personenauto;CITROEN;BERLINGO;20131112;MPV;BLAUW;Niet geregistreerd;4;1380;1480;20120302;20120302;Geen verstrekking in Open Data;Ja;0;4;M1;r. schroefveerkoker;0.05;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-11-12T00:00:00.000;2012-03-02T00:00:00.000;2012-03-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1300;0;0;438;0;2000;0;3000;20230302;2023-03-02T00:00:00.000;6133;2000;740;22345;7;e2*2001/116*0366*15;J5FK;0;0;0.00;C;;;
00TLP9;Personenauto;CITROEN;C4 PICASSO;20151201;MPV;BLAUW;Niet geregistreerd;4;1405;1505;20120306;20120306;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.08;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-12-01T00:00:00.000;2012-03-06T00:00:00.000;2012-03-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2040;1;3390;20230306;2023-03-06T00:00:00.000;6035;2040;750;30275;U;e2*2001/116*0345*15;D5FV;8/1P;0;0.00;B;;;
00TSN9;Personenauto;CITROEN;CITROEN C1;20201114;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120330;20120330;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-11-14T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231113;2023-11-13T00:00:00.000;;1190;;10620;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00TTR1;Personenauto;CITROEN;CITROEN C1;20120411;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120411;20120411;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2012-04-11T00:00:00.000;2012-04-11T00:00:00.000;2012-04-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230328;2023-03-28T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00TVH4;Personenauto;CITROEN;CITROEN C1;20220908;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120413;20120413;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2022-09-08T00:00:00.000;2012-04-13T00:00:00.000;2012-04-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230514;2023-05-14T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00TVK8;Personenauto;CITROEN;CITROEN C1;20120414;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120414;20120414;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2012-04-14T00:00:00.000;2012-04-14T00:00:00.000;2012-04-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230305;2023-03-05T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00TXV5;Personenauto;CITROEN;CITROEN C1;20221202;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120428;20120428;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-12-02T00:00:00.000;2012-04-28T00:00:00.000;2012-04-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231130;2023-11-30T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00TZJ7;Personenauto;CITROEN;DS3;20120504;hatchback;BLAUW;Niet geregistreerd;4;1060;1160;20120504;20120504;Geen verstrekking in Open Data;Ja;2;4;M1;r. motorruimte;0.06;245;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-05-04T00:00:00.000;2012-05-04T00:00:00.000;2012-05-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1560;1150;0;0;395;0;1602;0;2502;20230417;2023-04-17T00:00:00.000;;1602;570;21758;S*****;e2*2007/46*0003*17;A9HP;K/1S;0;0.00;B;;;
00VG19;Personenauto;CITROEN;11 BL;20060406;Niet geregistreerd;BLAUW;Niet geregistreerd;4;1070;1170;19530630;19730803;Geen verstrekking in Open Data;Ja;4;4;M1;l. tegen schutbord onder motorkap;0.00;292;Nee;Nee;Nee;2007;Geen oordeel;07;Ja;2006-04-06T00:00:00.000;1953-06-30T00:00:00.000;1973-08-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;
00XBN7;Personenauto;CITROEN;C4;20210717;hatchback;BLAUW;Niet geregistreerd;4;1180;1280;20120515;20120515;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0.07;261;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-07-17T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1550;0;0;433;0;1765;0;3065;20230824;2023-08-24T00:00:00.000;4413;1765;640;23350;N;e2*2007/46*0040*02;C5FS;0/1;0;0.00;B;;;
00XFZ7;Personenauto;CITROEN;CITROEN C1;20120621;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120531;20120531;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-06-21T00:00:00.000;2012-05-31T00:00:00.000;2012-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230531;2023-05-31T00:00:00.000;;1190;;10620;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XJL8;Personenauto;CITROEN;CITROEN C1;20220228;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120703;20120703;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-02-28T00:00:00.000;2012-07-03T00:00:00.000;2012-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230224;2023-02-24T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XKR2;Personenauto;CITROEN;C4;20220405;hatchback;BLAUW;Niet geregistreerd;4;1180;1280;20120625;20120625;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0.07;261;Nee;Nee;Nee;2023;Logisch;00;Ja;2022-04-05T00:00:00.000;2012-06-25T00:00:00.000;2012-06-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1550;0;0;433;0;1765;0;3065;20230406;2023-04-06T00:00:00.000;4413;1765;640;23350;N;e2*2007/46*0040*02;C5FS;0/1;0;0.00;B;;;
00XLG1;Personenauto;CITROEN;C3;20220726;hatchback;BLAUW;Niet geregistreerd;4;985;1085;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0.04;245;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-07-26T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;775;0;0;394;0;1527;0;1977;20230725;2023-07-25T00:00:00.000;3233;1527;450;15570;S*****;e2*2007/46*0003*17;CHFV;0/1;0;0.00;C;;;
00XST9;Personenauto;CITROEN;CITROEN C1;20210302;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120727;20120727;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-03-02T00:00:00.000;2012-07-27T00:00:00.000;2012-07-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230729;2023-07-29T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XTD3;Personenauto;CITROEN;CITROEN C1;20230204;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120731;20120731;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2023;Logisch;00;Ja;2023-02-04T00:00:00.000;2012-07-31T00:00:00.000;2012-07-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240203;2024-02-03T00:00:00.000;;1190;;11515;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XTZ9;Personenauto;CITROEN;CITROEN C1;20210729;hatchback;BLAUW;Niet geregistreerd;3;805;905;20101201;20120903;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2021-07-29T00:00:00.000;2010-12-01T00:00:00.000;2012-09-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231201;2023-12-01T00:00:00.000;;1190;;10189;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00XVJ7;Personenauto;CITROEN;CITROEN C1;20200213;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120823;20120823;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-02-13T00:00:00.000;2012-08-23T00:00:00.000;2012-08-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240211;2024-02-11T00:00:00.000;;1190;;10820;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XVL6;Personenauto;CITROEN;CITROEN C1;20130810;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120823;20120823;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-08-10T00:00:00.000;2012-08-23T00:00:00.000;2012-08-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230824;2023-08-24T00:00:00.000;;1190;;10040;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XVV4;Personenauto;CITROEN;CITROEN C1;20120904;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120830;20120830;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-09-04T00:00:00.000;2012-08-30T00:00:00.000;2012-08-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230902;2023-09-02T00:00:00.000;;1190;;10040;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XVZ3;Personenauto;CITROEN;CITROEN C1;20140224;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120831;20120831;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2014-02-24T00:00:00.000;2012-08-31T00:00:00.000;2012-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230831;2023-08-31T00:00:00.000;;1190;;10040;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00XZJ2;Personenauto;CITROEN;C4;20180309;hatchback;BLAUW;Niet geregistreerd;4;1180;1280;20120922;20120922;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0.07;261;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-03-09T00:00:00.000;2012-09-22T00:00:00.000;2012-09-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1550;0;0;433;0;1765;1;3065;20230306;2023-03-06T00:00:00.000;5514;1765;640;25120;N;e2*2007/46*0040*11;C5FS;0/1;0;0.00;B;;;
