kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
00JFB8;Personenauto;BMW;1ER REIHE;20220901;stationwagen;GRIJS;Niet geregistreerd;4;1355;1455;20071010;20090508;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;266;Ja;Nee;Nee;2023;Geen oordeel;05;Nee;2022-09-01T00:00:00.000;2007-10-10T00:00:00.000;2009-05-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1880;0;3155;20230617;2023-06-17T00:00:00.000;8638;5;1995;1880;720;1200;;187;e1*2001/116*0287*12;UD91;AB;0;C;;;;;;
00JFH5;Personenauto;BMW;5ER REIHE;20190527;sedan;BLAUW;Niet geregistreerd;6;1570;1670;20090429;20090429;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-05-27T00:00:00.000;2009-04-29T00:00:00.000;2009-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2155;0;4215;20230524;2023-05-24T00:00:00.000;18333;5;2993;2155;750;2000;72827;560L;e1*2001/116*0230*15;NX51;AB;0;C;;;;;;
00JFK9;Personenauto;BMW;Z REIHE;20100716;cabriolet;ZWART;Niet geregistreerd;6;1245;1345;20090505;20090505;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.10;250;Nee;Nee;Nee;2022;Logisch;00;Ja;2010-07-16T00:00:00.000;2009-05-05T00:00:00.000;2009-05-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;409;0;1570;0;0;20230505;2023-05-05T00:00:00.000;12534;2;2497;1570;;;51274;;e1*2001/116*0219*07;BU11;AA;0;E;;;;;;
00JFR2;Personenauto;BMW;1ER REIHE;20220115;stationwagen;ZWART;Niet geregistreerd;4;1230;1330;20090507;20090507;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2023;Logisch;00;Ja;2022-01-15T00:00:00.000;2009-05-07T00:00:00.000;2009-05-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;20240228;2024-02-28T00:00:00.000;5155;4;1599;1755;650;1200;26407;187;e1*2001/116*0287*16;UB71;AI;0;B;;;;;;
00JFX5;Personenauto;BMW;Z REIHE;20220628;cabriolet;ZWART;Niet geregistreerd;4;1155;1255;19980615;20090706;Geen verstrekking in Open Data;Ja;2;4;M1;midden tegen schutbord onder motorkap;;0.07;245;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-06-28T00:00:00.000;1998-06-15T00:00:00.000;2009-07-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1430;1;2705;20230129;2023-01-29T00:00:00.000;7413;2;1796;1430;600;1200;;;e1*93/81*0029*05;CJ11;01;0;;;;;;;
00JGD1;Personenauto;BMW;Z REIHE;20110319;cabriolet;GRIJS;Niet geregistreerd;6;1260;1360;20010420;20090515;Geen verstrekking in Open Data;Ja;2;4;M1;midden tegen schutbord onder motorkap;;0.13;245;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2011-03-19T00:00:00.000;2001-04-20T00:00:00.000;2009-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;405;0;1555;1;0;20230511;2023-05-11T00:00:00.000;10932;2;2979;1555;;;;;e1*98/14*0029*12;CN51;11;0;F;;;;;;
00JGL8;Personenauto;BMW;6ER REIHE;20201014;coupe;ZWART;Niet geregistreerd;6;1515;1615;20081007;20090515;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.12;278;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2020-10-14T00:00:00.000;2008-10-07T00:00:00.000;2009-05-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;1990;0;0;20231210;2023-12-10T00:00:00.000;23032;4;2996;1990;;;;;e1*2001/116*0253*06;EA31;AB;0;B;;;;;;
00JGN7;Personenauto;BMW;3ER REIHE;20220225;sedan;BLAUW;Niet geregistreerd;6;1370;1470;19991007;20090516;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;;0.10;272;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2022-02-25T00:00:00.000;1999-10-07T00:00:00.000;2009-05-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1895;0;3670;20230805;2023-08-05T00:00:00.000;10266;5;2793;1895;730;1700;;;e1*98/14*0112*00;BM51;01;0;;;;;;;
00JGT4;Personenauto;BMW;1ER REIHE;20221117;stationwagen;WIT;Niet geregistreerd;4;1240;1340;20090522;20090522;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-17T00:00:00.000;2009-05-22T00:00:00.000;2009-05-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;20231116;2023-11-16T00:00:00.000;5133;4;1995;1765;650;1200;26319;187;e1*2001/116*0287*16;UK31;AI;0;B;;;;;;
00JHG5;Personenauto;BMW;6ER REIHE;20191128;cabriolet;BLAUW;Niet geregistreerd;8;1835;1935;20090529;20090529;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.14;278;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-11-28T00:00:00.000;2009-05-29T00:00:00.000;2009-05-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2260;0;0;20230617;2023-06-17T00:00:00.000;42482;4;4799;2260;;;149420;663C;e1*2001/116*0253*07;EB51;AB;0;F;;;;;;
00JHZ3;Personenauto;BMW;1ER REIHE;20200314;cabriolet;GRIJS;Niet geregistreerd;4;1435;1535;20090605;20090605;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-03-14T00:00:00.000;2009-06-05T00:00:00.000;2009-06-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1900;0;3175;20230314;2023-03-14T00:00:00.000;13078;4;1995;1900;680;1200;55816;182;e1*2001/116*0352*06;UM51;5B;0;C;0.00;;;;;
00JJL5;Personenauto;BMW;524 TD;20140710;sedan;BLAUW;Niet geregistreerd;6;1302;1402;19840306;20090605;Geen verstrekking in Open Data;Nee;4;4;M1;op r. voorwielscherm onder motorkap;;0.06;263;Nee;Nee;Nee;2014;Geen oordeel;05;Ja;2014-07-10T00:00:00.000;1984-03-06T00:00:00.000;2009-06-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1810;0;3210;20140920;2014-09-20T00:00:00.000;;5;2443;1810;500;1400;;;;;;;;;;;;;
00JJR4;Personenauto;BMW;3ER REIHE;20150110;coupe;ZWART;Niet geregistreerd;4;1335;1435;20090610;20090610;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2023;Logisch;00;Ja;2015-01-10T00:00:00.000;2009-06-10T00:00:00.000;2009-06-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;1810;0;3285;20240224;2024-02-24T00:00:00.000;9792;4;1995;1810;695;1400;44839;392C;e1*2001/116*0346*10;WA71;AC;0;B;;;;;;
00JJS8;Personenauto;BMW;5ER REIHE;20220623;sedan;GRIJS;Niet geregistreerd;6;1535;1635;20021007;20090612;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;283;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2022-06-23T00:00:00.000;2002-10-07T00:00:00.000;2009-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;478;0;2100;1;4190;20230102;2023-01-02T00:00:00.000;12692;5;2979;2100;750;2000;;;e1*98/14*0028*13;DT61;01;0;E;;;;;;
00JKB6;Personenauto;BMW;3ER REIHE;20120824;stationwagen;GRIJS;Niet geregistreerd;6;1515;1615;20090618;20090618;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-08-24T00:00:00.000;2009-06-18T00:00:00.000;2009-06-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;2080;0;3755;20230512;2023-05-12T00:00:00.000;14468;5;2996;2080;745;1600;61343;390L;e1*2001/116*0308*11;UT71;AB;0;C;;;;;;
00JKB9;Personenauto;BMW;3ER REIHE;20180721;sedan;GRIJS;Niet geregistreerd;6;1375;1475;19980916;20090611;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;273;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2018-07-21T00:00:00.000;1998-09-16T00:00:00.000;2009-06-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1900;1;3575;20230318;2023-03-18T00:00:00.000;8847;5;1991;1900;720;1600;;;e1*97/27*0097*02;AM11;02;0;;;;;;;
00JKH3;Personenauto;BMW;3ER REIHE;20190225;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20090619;20090619;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2023;Logisch;00;Ja;2019-02-25T00:00:00.000;2009-06-19T00:00:00.000;2009-06-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3445;20240222;2024-02-22T00:00:00.000;9092;5;1995;1970;695;1400;44137;390L;e1*2001/116*0308*11;US91;AA;0;A;;;;;;
00JKV3;Personenauto;BMW;1ER REIHE;20150719;stationwagen;WIT;Niet geregistreerd;4;1240;1340;20090630;20090630;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-07-19T00:00:00.000;2009-06-30T00:00:00.000;2009-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;20231018;2023-10-18T00:00:00.000;5103;4;1995;1765;650;1200;26199;187;e1*2001/116*0287*16;UK31;AI;0;B;;;;;;
00JLF6;Personenauto;BMW;Z SERIES;20210506;cabriolet;BRUIN;Niet geregistreerd;6;1405;1505;20090626;20090626;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.10;250;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-05-06T00:00:00.000;2009-06-26T00:00:00.000;2009-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1760;0;0;20230417;2023-04-17T00:00:00.000;14565;2;2497;1760;;;60539;Z89;e1*2001/116*0499*00;LM31;5B;0;D;;;;;;
00JLH9;Personenauto;BMW;1ER REIHE;20230210;stationwagen;ZWART;Niet geregistreerd;4;1250;1350;20090702;20090702;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-10T00:00:00.000;2009-07-02T00:00:00.000;2009-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;20231109;2023-11-09T00:00:00.000;8841;5;1995;1775;670;1200;41059;187;e1*2001/116*0287*16;UE51;AJ;0;B;;;;;;
00JLK2;Personenauto;BMW;3ER REIHE;20120107;sedan;ZWART;Niet geregistreerd;4;1345;1445;20081124;20090713;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2012-01-07T00:00:00.000;2008-11-24T00:00:00.000;2009-07-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1890;0;3365;20231124;2023-11-24T00:00:00.000;7405;5;1995;1890;695;1400;;390L;e1*2001/116*0308*10;PG31;AA;0;A;;;;;;
00JLS7;Personenauto;BMW;1ER REIHE;20220212;cabriolet;BLAUW;Niet geregistreerd;4;1380;1480;20090706;20090706;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2023;Logisch;00;Ja;2022-02-12T00:00:00.000;2009-07-06T00:00:00.000;2009-07-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1845;0;3120;20240209;2024-02-09T00:00:00.000;9709;4;1995;1845;740;1200;44508;182;e1*2001/116*0352*03;UM11;AA;0;B;;;;;;
00JN87;Personenauto;BMW;518;19930302;Niet geregistreerd;BLAUW;Niet geregistreerd;4;1230;1330;19760312;19760312;Geen verstrekking in Open Data;Ja;4;4;M1;op r. voorwielscherm onder motorkap;;0.00;264;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;1993-03-02T00:00:00.000;1976-03-12T00:00:00.000;1976-03-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20151010;2015-10-10T00:00:00.000;;;;;;;;;;;;;;;;;;;
00JNJ4;Personenauto;BMW;5ER REIHE;20190102;stationwagen;BLAUW;Niet geregistreerd;6;1655;1755;20061130;20090713;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;289;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2019-01-02T00:00:00.000;2006-11-30T00:00:00.000;2009-07-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2280;0;4340;20231220;2023-12-20T00:00:00.000;23749;5;2993;2280;750;2000;;;e1*2001/116*0230*08;NS71;02;0;E;;;;;;
00JNS3;Personenauto;BMW;3ER REIHE;20221101;stationwagen;GROEN;Niet geregistreerd;6;1445;1545;20060124;20090709;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-11-01T00:00:00.000;2006-01-24T00:00:00.000;2009-07-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2010;0;3685;20231204;2023-12-04T00:00:00.000;11121;5;2497;2010;750;1600;;;e1*2001/116*0308*03;VS11;03;0;D;0.00;;;;;
00JNZ6;Personenauto;BMW;Z SERIES;20130508;cabriolet;ZWART;Niet geregistreerd;6;1405;1505;20090715;20090715;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.10;250;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-05-08T00:00:00.000;2009-07-15T00:00:00.000;2009-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1760;0;0;20231020;2023-10-20T00:00:00.000;14936;2;2497;1760;;;62013;Z89;e1*2001/116*0499*00;LM31;5B;0;D;;;;;;
00JPT8;Personenauto;BMW;5ER REIHE;20220507;sedan;BEIGE;Niet geregistreerd;4;1465;1565;20090728;20090728;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-05-07T00:00:00.000;2009-07-28T00:00:00.000;2009-07-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2030;0;3890;20230701;2023-07-01T00:00:00.000;11177;5;1995;2030;750;1800;52427;560L;e1*2001/116*0230*15;NT31;AD;0;A;;;;;;
00JRB2;Personenauto;BMW;X REIHE;20210610;stationwagen;BLAUW;Niet geregistreerd;4;1630;1730;20090728;20090728;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;;0.06;280;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-06-10T00:00:00.000;2009-07-28T00:00:00.000;2009-07-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2200;0;3875;20230731;2023-07-31T00:00:00.000;14660;5;1995;2200;720;1600;37861;;e1*2001/116*0249*09;PC31;01;0;E;;;;;;
00JRG9;Personenauto;BMW;3ER REIHE;20221006;coupe;ZWART;Niet geregistreerd;4;1365;1465;20090821;20090821;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Ja;Nee;2023;Logisch;00;Ja;2022-10-06T00:00:00.000;2009-08-21T00:00:00.000;2009-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;1840;0;3415;20231005;2023-10-05T00:00:00.000;10103;4;1995;1840;695;1500;46074;392C;e1*2001/116*0346*09;WA71;AD;0;B;;;;;;
00JRT4;Personenauto;BMW;1ER REIHE;20210311;stationwagen;BRUIN;Niet geregistreerd;4;1250;1350;20090807;20090807;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-03-11T00:00:00.000;2009-08-07T00:00:00.000;2009-08-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;20230308;2023-03-08T00:00:00.000;6473;5;1995;1775;650;1200;31645;187;e1*2001/116*0287*16;UH31;AJ;0;B;;;;;;
00JRX7;Personenauto;BMW;3ER REIHE;20220906;sedan;BLAUW;Niet geregistreerd;4;1365;1465;20090814;20090814;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-09-06T00:00:00.000;2009-08-14T00:00:00.000;2009-08-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1910;0;3385;20230822;2023-08-22T00:00:00.000;8243;5;1995;1910;695;1400;40764;390L;e1*2001/116*0308*11;PF51;AB;0;A;;;;;;
00JSL3;Personenauto;BMW;1ER REIHE;20230202;cabriolet;BLAUW;Niet geregistreerd;4;1395;1495;20090814;20090814;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2023;Geen oordeel;07;Ja;2023-02-02T00:00:00.000;2009-08-14T00:00:00.000;2009-08-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1860;0;3135;20240201;2024-02-01T00:00:00.000;10105;4;1995;1860;670;1200;46083;182;e1*2001/116*0352*06;UM11;AA;0;B;;;;;;
