kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
00VS88;Personenauto;BMW;318;20060705;Niet geregistreerd;GROEN;Niet geregistreerd;4;1086;1186;19780602;19780602;Geen verstrekking in Open Data;Nee;2;4;M1;op randprofiel r. voorwielscherm onder motorkap;G2 gasinstallatie;0.00;258;Nee;Nee;Nee;2008;Geen oordeel;01;Ja;2006-07-05T00:00:00.000;1978-06-02T00:00:00.000;1978-06-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20101222;2010-12-22T00:00:00.000;;;;;;;;;;;;;;;;;;;
00VZ12;Personenauto;BMW;320;20230104;Niet geregistreerd;GROEN;Niet geregistreerd;6;1100;1200;19780616;19780616;Geen verstrekking in Open Data;Ja;2;4;M1;op randprofiel r. voorwielscherm onder motorkap;;0.00;256;Nee;Nee;Nee;2023;Geen oordeel;01;Ja;2023-01-04T00:00:00.000;1978-06-16T00:00:00.000;1978-06-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20220529;2022-05-29T00:00:00.000;;;;;;;;;;;;;;;;;;;
00XBB2;Personenauto;BMW;3ER REIHE;20190103;sedan;ZWART;Niet geregistreerd;4;1405;1505;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-01-03T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1980;0;0;20240103;2024-01-03T00:00:00.000;7117;5;1995;1980;;;48945;3L;e1*2007/46*0314*07;3E11;5A0R0;0;A;;;;;;
00XBF2;Personenauto;BMW;1ER REIHE;20171102;stationwagen;GRIJS;Niet geregistreerd;4;1320;1420;20120511;20120511;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-11-02T00:00:00.000;2012-05-11T00:00:00.000;2012-05-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1875;0;3150;20230511;2023-05-11T00:00:00.000;6811;5;1995;1875;690;1200;38307;1K4;e1*2007/46*0283*05;1C11;5A100;0;C;0.00;;;;;
00XBF3;Personenauto;BMW;1ER REIHE;20151016;stationwagen;ZWART;Niet geregistreerd;4;1285;1385;20120618;20120618;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-10-16T00:00:00.000;2012-06-18T00:00:00.000;2012-06-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20231005;2023-10-05T00:00:00.000;4626;5;1598;1840;650;1200;34859;1K4;e1*2007/46*0283*05;1A11;5A200;0;B;;;;;;
00XBK3;Personenauto;BMW;1ER REIHE;20160810;stationwagen;GRIJS;Niet geregistreerd;4;1290;1390;20120509;20120509;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;269;Nee;Nee;Nee;2023;Logisch;00;Ja;2016-08-10T00:00:00.000;2012-05-09T00:00:00.000;2012-05-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1845;0;3120;20240308;2024-03-08T00:00:00.000;5130;5;1598;1845;670;1200;40770;1K4;e1*2007/46*0283*05;1A31;5A200;0;B;0.00;;;;;
00XBK4;Personenauto;BMW;3ER REIHE;20200715;sedan;GRIJS;Niet geregistreerd;4;1430;1530;20120511;20120511;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.12;281;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-07-15T00:00:00.000;2012-05-11T00:00:00.000;2012-05-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;2005;0;3680;20240210;2024-02-10T00:00:00.000;7425;5;1997;2005;745;1600;54566;3L;e1*2007/46*0314*07;3A51;5A000;0;B;;;;;;
00XBP1;Personenauto;BMW;318I;20190411;sedan;GRIJS;Niet geregistreerd;4;1335;1435;20120519;20120519;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-04-11T00:00:00.000;2012-05-19T00:00:00.000;2012-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;20230411;2023-04-11T00:00:00.000;5661;5;1995;1880;695;1250;34901;3L;e1*2007/46*0314*04;PF51;5A;0;B;0.00;;;;;
00XBP2;Personenauto;BMW;X REIHE;20200902;stationwagen;WIT;Niet geregistreerd;4;1700;1800;20120510;20120510;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-09-02T00:00:00.000;2012-05-10T00:00:00.000;2012-05-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;465;0;2315;0;4815;20230513;2023-05-13T00:00:00.000;12423;5;1995;2315;750;2400;72841;X3;e1*2007/46*0512*06;WY31;5A0A0;0;C;0.00;;;;;
00XBS6;Personenauto;BMW;320D;20190513;sedan;GRIJS;Niet geregistreerd;4;1395;1495;20120516;20120516;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-05-13T00:00:00.000;2012-05-16T00:00:00.000;2012-05-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1940;0;0;20230708;2023-07-08T00:00:00.000;6345;5;1995;1940;;;39899;3L;e1*2007/46*0314*04;PP51;5A;0;A;;;;;;
00XDB3;Personenauto;BMW;3ER REIHE;20140213;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20120519;20120519;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-02-13T00:00:00.000;2012-05-19T00:00:00.000;2012-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;20230519;2023-05-19T00:00:00.000;5676;5;1995;1970;695;1250;34074;3K;e1*2007/46*0315*04;US31;5C;0;B;0.00;;;;;
00XDB4;Personenauto;BMW;520D;20220916;sedan;BLAUW;Niet geregistreerd;4;1600;1700;20120516;20120516;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-09-16T00:00:00.000;2012-05-16T00:00:00.000;2012-05-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2235;0;4325;20220917;2022-09-17T00:00:00.000;10802;5;1995;2235;750;2000;63922;5L;e1*2007/46*0363*04;FW11;5B;0;B;0.00;;;;;
00XDF8;Personenauto;BMW;3ER REIHE;20230104;sedan;BRUIN;Niet geregistreerd;4;1395;1495;20120525;20120525;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2023;Logisch;00;Ja;2023-01-04T00:00:00.000;2012-05-25T00:00:00.000;2012-05-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20240228;2024-02-28T00:00:00.000;5619;5;1997;1970;695;1500;42475;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;
00XDF9;Personenauto;BMW;3ER REIHE;20210824;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20120521;20120521;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-08-24T00:00:00.000;2012-05-21T00:00:00.000;2012-05-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;20231010;2023-10-10T00:00:00.000;5693;5;1995;1970;695;1250;34264;3K;e1*2007/46*0315*04;US31;5C;0;B;0.00;;;;;
00XDJ8;Personenauto;BMW;5ER REIHE;20210707;stationwagen;ZWART;Niet geregistreerd;4;1725;1825;20120531;20120531;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-07-07T00:00:00.000;2012-05-31T00:00:00.000;2012-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2400;0;4490;20230916;2023-09-16T00:00:00.000;12449;5;1995;2400;750;2000;78185;5K;e1*2007/46*0455*04;XB31;5A3E0;0;B;0.00;;;;;
00XDN6;Personenauto;BMW;5ER REIHE;20221003;stationwagen;GRIJS;Niet geregistreerd;4;1725;1825;20120523;20120523;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-10-03T00:00:00.000;2012-05-23T00:00:00.000;2012-05-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2400;0;4490;20230523;2023-05-23T00:00:00.000;12653;5;1995;2400;750;2000;80579;5K;e1*2007/46*0455*04;XB31;5A3E0;0;B;0.00;;;;;
00XDR3;Personenauto;BMW;3ER REIHE;20190215;stationwagen;GRIJS;Niet geregistreerd;4;1480;1580;20120530;20120530;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-02-15T00:00:00.000;2012-05-30T00:00:00.000;2012-05-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;2045;0;0;20230313;2023-03-13T00:00:00.000;7028;5;1995;2045;;;42867;3K;e1*2007/46*0315*05;UY71;5A;0;B;;;;;;
00XDZ3;Personenauto;BMW;3ER REIHE;20220326;cabriolet;ZWART;Niet geregistreerd;4;1570;1670;20080610;20120525;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-03-26T00:00:00.000;2008-06-10T00:00:00.000;2012-05-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2025;0;3500;20230305;2023-03-05T00:00:00.000;8156;4;1995;2025;720;1400;61631;392C;e1*2001/116*0346*07;WK71;AA;0;B;;;;;;
00XF03;Personenauto;BMW;323 I;20110706;Niet geregistreerd;GRIJS;Niet geregistreerd;6;1142;1242;19780630;19780705;Geen verstrekking in Open Data;Nee;2;4;M1;op randprofiel r. voorwielscherm onder motorkap;;0.00;256;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2011-07-06T00:00:00.000;1978-06-30T00:00:00.000;1978-07-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;19970417;1997-04-17T00:00:00.000;;;;;;;;;;;;;;;;;;;
00XFB7;Personenauto;BMW;3ER REIHE;20120525;sedan;GRIJS;Niet geregistreerd;4;1395;1495;20120525;20120525;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-05-25T00:00:00.000;2012-05-25T00:00:00.000;2012-05-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20230525;2023-05-25T00:00:00.000;5567;5;1997;1970;695;1500;41864;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;
00XGB6;Personenauto;BMW;3ER REIHE;20221229;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20120604;20120604;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-12-29T00:00:00.000;2012-06-04T00:00:00.000;2012-06-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;20230604;2023-06-04T00:00:00.000;5671;5;1995;1970;695;1250;34006;3K;e1*2007/46*0315*04;US31;5C;0;B;0.00;;;;;
00XGP7;Personenauto;BMW;3ER REIHE;20161123;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20120607;20120607;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-11-23T00:00:00.000;2012-06-07T00:00:00.000;2012-06-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;20231118;2023-11-18T00:00:00.000;6159;5;1995;1970;695;1250;39726;3K;e1*2007/46*0315*05;US31;5A;0;B;0.00;;;;;
00XHN6;Personenauto;BMW;1ER REIHE;20131002;stationwagen;GRIJS;Niet geregistreerd;4;1265;1365;20120615;20120615;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-10-02T00:00:00.000;2012-06-15T00:00:00.000;2012-06-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1820;0;3095;20230623;2023-06-23T00:00:00.000;4557;5;1598;1820;650;1200;36067;1K4;e1*2007/46*0283*04;1A11;H2;0;B;0.00;;;;;
00XHR2;Personenauto;BMW;3ER REIHE;20210507;cabriolet;WIT;Niet geregistreerd;4;1570;1670;20071123;20120607;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Ja;Nee;2023;Geen oordeel;05;Ja;2021-05-07T00:00:00.000;2007-11-23T00:00:00.000;2012-06-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2025;0;3500;20240213;2024-02-13T00:00:00.000;225;4;1995;2025;720;1400;58616;;e1*2001/116*0346*06;WK71;AC;0;B;;;;;;
00XJX6;Personenauto;BMW;1ER REIHE;20170814;hatchback;GRIJS;Niet geregistreerd;4;1205;1305;20050401;20120623;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2017-08-14T00:00:00.000;2005-04-01T00:00:00.000;2012-06-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;423;0;1730;0;3005;20230808;2023-08-08T00:00:00.000;8262;5;1995;1730;650;1200;;;e1*2001/116*0287*03;UF31;01;0;C;;;;;;
00XKG7;Personenauto;BMW;525D;20170722;stationwagen;GRIJS;Niet geregistreerd;6;1745;1845;20110131;20130518;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2017-07-22T00:00:00.000;2011-01-31T00:00:00.000;2013-05-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2420;0;4510;20231118;2023-11-18T00:00:00.000;12625;5;2993;2420;750;2000;99633;5K;e1*2007/46*0455*01;MX31;5B;0;C;0.00;;;;;
00XKR7;Personenauto;BMW;3ER REIHE;20190105;sedan;BLAUW;Niet geregistreerd;4;1395;1495;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-01-05T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20230629;2023-06-29T00:00:00.000;5831;5;1997;1970;695;1500;44958;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;
00XKZ4;Personenauto;BMW;3ER REIHE;20220109;sedan;ZWART;Niet geregistreerd;4;1430;1530;20120709;20120709;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.12;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-01-09T00:00:00.000;2012-07-09T00:00:00.000;2012-07-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;2005;0;3680;20230909;2023-09-09T00:00:00.000;7568;5;1997;2005;745;1600;56240;3L;e1*2007/46*0314*07;3A51;5A000;0;B;;;;;;
00XLG7;Personenauto;BMW;5ER REIHE;20210206;stationwagen;BLAUW;Niet geregistreerd;4;1780;1880;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.10;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-02-06T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2445;0;4535;20230727;2023-07-27T00:00:00.000;11484;5;1997;2445;750;2000;79975;5K;e1*2007/46*0455*04;XL51;5A100;0;B;0.00;;;;;
00XLS7;Personenauto;BMW;3ER REIHE;20211224;sedan;ZWART;Niet geregistreerd;4;1395;1495;20120628;20120628;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-12-24T00:00:00.000;2012-06-28T00:00:00.000;2012-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20231223;2023-12-23T00:00:00.000;5643;5;1997;1970;695;1500;42749;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;
00XLS8;Personenauto;BMW;1ER REIHE;20170915;stationwagen;BLAUW;Niet geregistreerd;4;1285;1385;20120628;20120628;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-09-15T00:00:00.000;2012-06-28T00:00:00.000;2012-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20230915;2023-09-15T00:00:00.000;4268;5;1598;1840;650;1200;33687;1K4;e1*2007/46*0283*05;1A11;5A100;0;B;;;;;;
00XLT1;Personenauto;BMW;1ER REIHE;20210715;stationwagen;ROOD;Niet geregistreerd;4;1265;1365;20120720;20120720;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-07-15T00:00:00.000;2012-07-20T00:00:00.000;2012-07-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1820;0;3095;20230903;2023-09-03T00:00:00.000;4516;5;1598;1820;650;1200;35589;1K4;e1*2007/46*0283*04;1A11;H2;0;B;0.00;;;;;
00XNX1;Personenauto;BMW;3ER REIHE;20200222;sedan;BRUIN;Niet geregistreerd;4;1395;1495;20120628;20120628;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-02-22T00:00:00.000;2012-06-28T00:00:00.000;2012-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20240226;2024-02-26T00:00:00.000;5688;5;1997;1970;695;1500;43284;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;
