kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;catalogusprijs;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00PTT8;Personenauto;NISSAN;NISSAN MICRA;20231012;20181004;1156;MPV;5;ROOD;Niet geregistreerd;3;1198;925;1425;1025;;;20110330;20110330;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A02;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-10-12T00:00:00.000;2018-10-04T00:00:00.000;2011-03-30T00:00:00.000;2011-03-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14548;;;;;;;
00PTZ9;Personenauto;NISSAN;NISSAN MICRA;20230331;20141212;895;MPV;5;GRIJS;Niet geregistreerd;3;1198;885;1425;985;;;20110331;20110331;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A01;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2014-12-12T00:00:00.000;2011-03-31T00:00:00.000;2011-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12681;;;;;;;
00PVH3;Personenauto;NISSAN;NISSAN MICRA;20240331;20200106;963;MPV;5;GRIJS;Niet geregistreerd;3;1198;925;1425;1025;;;20110331;20110331;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A02;0;0.06;245;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-31T00:00:00.000;2020-01-06T00:00:00.000;2011-03-31T00:00:00.000;2011-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;13172;;;;;;;
00PVH4;Personenauto;NISSAN;NISSAN MICRA;20230708;20210710;826;MPV;5;WIT;Niet geregistreerd;3;1198;885;1425;985;;;20110705;20110705;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A01;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-08T00:00:00.000;2021-07-10T00:00:00.000;2011-07-05T00:00:00.000;2011-07-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12190;;;;;;;
00PVR5;Personenauto;NISSAN;NISSAN MICRA;20231216;20220330;963;MPV;5;GRIJS;Niet geregistreerd;3;1198;925;1425;1025;;;20111216;20111216;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A02;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-12-16T00:00:00.000;2022-03-30T00:00:00.000;2011-12-16T00:00:00.000;2011-12-16T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;13172;;;;;;;
00PXB3;Personenauto;NISSAN;NISSAN NOTE;20231105;20211105;5146;MPV;5;GRIJS;Niet geregistreerd;4;1598;1106;1580;1206;510;750;20110408;20110408;Geen verstrekking in Open Data;Ja;4;4;0;0;410;0;M1;r. tegen schutbord onder motorkap;1580;E11;e11*2001/116*0268*12;B;B04;0;0.07;260;Nee;Nee;Nee;2330;0;2022;Logisch;00;Ja;2023-11-05T00:00:00.000;2021-11-05T00:00:00.000;2011-04-08T00:00:00.000;2011-04-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;23487;;;;;;;
00PZN7;Personenauto;NISSAN;NISSAN NOTE;20230430;20190405;2177;MPV;5;ORANJE;Niet geregistreerd;4;1598;1082;1560;1182;510;1000;20070823;20110412;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1560;;e11*2001/116*0268*00;B;B01;0;0.07;260;Nee;Nee;Nee;2560;0;2023;Geen oordeel;07;Ja;2023-04-30T00:00:00.000;2019-04-05T00:00:00.000;2007-08-23T00:00:00.000;2011-04-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00PZP5;Personenauto;NISSAN;NISSAN JUKE;20240204;20211211;4276;MPV;5;BLAUW;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110415;20110415;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A03;0;0.07;253;Nee;Nee;Nee;2895;0;2023;Logisch;00;Ja;2024-02-04T00:00:00.000;2021-12-11T00:00:00.000;2011-04-15T00:00:00.000;2011-04-15T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;21771;;;;;;;
00RBG5;Personenauto;NISSAN;NISSAN MICRA;20231202;20221124;1156;MPV;5;GRIJS;Niet geregistreerd;3;1198;925;1425;1025;;;20110423;20110423;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A02;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-12-02T00:00:00.000;2022-11-24T00:00:00.000;2011-04-23T00:00:00.000;2011-04-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14554;;;;;;;
00RBZ4;Personenauto;NISSAN;NISSAN QASHQAI;20230502;20200201;5416;MPV;5;GRIJS;Niet geregistreerd;4;1598;1210;1830;1310;655;1200;20110502;20110502;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*14;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-05-02T00:00:00.000;2020-02-01T00:00:00.000;2011-05-02T00:00:00.000;2011-05-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;26917;;;;;;;
00RDD2;Personenauto;NISSAN;NISSAN JUKE;20231021;20211027;4193;MPV;5;ZWART;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110429;20110429;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A03;0;0.07;253;Nee;Nee;Nee;2895;0;2022;Logisch;00;Ja;2023-10-21T00:00:00.000;2021-10-27T00:00:00.000;2011-04-29T00:00:00.000;2011-04-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;21181;;;;;;;
00RFJ4;Personenauto;NISSAN;NISSAN QASHQAI;20230821;20110519;7445;stationwagen;5;GRIJS;Niet geregistreerd;4;1997;1255;1960;1355;677;1400;20110519;20110519;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*14;G;G03;0;0.08;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-08-21T00:00:00.000;2011-05-19T00:00:00.000;2011-05-19T00:00:00.000;2011-05-19T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;27077;;;;;;;
00RFS3;Personenauto;NISSAN;NISSAN JUKE;20230420;20150703;5609;MPV;5;WIT;Niet geregistreerd;4;1618;1225;1735;1325;662;1200;20110513;20110513;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1735;F15;e11*2007/46*0132*02;B;B01;0;0.11;253;Nee;Nee;Nee;2935;0;2022;Logisch;00;Ja;2023-04-20T00:00:00.000;2015-07-03T00:00:00.000;2011-05-13T00:00:00.000;2011-05-13T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;26795;;;;;;;
00RGN5;Personenauto;NISSAN;NISSAN QASHQAI;20231004;20181008;3977;MPV;5;ZWART;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20110524;20110524;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*14;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-10-04T00:00:00.000;2018-10-08T00:00:00.000;2011-05-24T00:00:00.000;2011-05-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;22637;;;;;;;
00RHG4;Personenauto;NISSAN;NISSAN JUKE;20230308;20190309;3727;MPV;5;WIT;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110618;20110618;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A01;0;0.07;253;Nee;Nee;Nee;2895;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2019-03-09T00:00:00.000;2011-06-18T00:00:00.000;2011-06-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;21221;;;;;;;
00RHV1;Personenauto;NISSAN;NISSAN MICRA;20231004;20210910;895;MPV;5;BLAUW;Niet geregistreerd;3;1198;885;1425;985;;;20110824;20110824;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A01;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-10-04T00:00:00.000;2021-09-10T00:00:00.000;2011-08-24T00:00:00.000;2011-08-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12687;;;;;;;
00RJH6;Personenauto;NISSAN;NISSAN JUKE;20231229;20191019;4117;MPV;5;WIT;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110615;20110615;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A03;0;0.07;253;Nee;Nee;Nee;2895;0;2022;Logisch;00;Ja;2023-12-29T00:00:00.000;2019-10-19T00:00:00.000;2011-06-15T00:00:00.000;2011-06-15T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;20640;;;;;;;
00RJN2;Personenauto;NISSAN;NISSAN QASHQAI+2;20230531;20120203;8959;MPV;7;GRIJS;Niet geregistreerd;4;1997;1350;2108;1450;725;1400;20110531;20110531;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;r. op schutbord onder motorkap;2108;J10;e11*2001/116*0295*14;B;B04;0;0.07;277;Nee;Nee;Nee;3508;0;2022;Logisch;00;Ja;2023-05-31T00:00:00.000;2012-02-03T00:00:00.000;2011-05-31T00:00:00.000;2011-05-31T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;31684;;;;;;;
00RLG2;Personenauto;NISSAN;NISSAN QASHQAI+2;20230512;20210518;10766;MPV;7;ZWART;Niet geregistreerd;4;1997;1450;2215;1550;750;1200;20110810;20110810;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;r. op schutbord onder motorkap;2215;J10;e11*2001/116*0295*14;E;E08;0;0.07;277;Nee;Nee;Nee;3415;0;2022;Logisch;00;Ja;2023-05-12T00:00:00.000;2021-05-18T00:00:00.000;2011-08-10T00:00:00.000;2011-08-10T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;39505;;;;;;;
00RLP6;Personenauto;NISSAN;NISSAN PIXO;20230817;20170818;;hatchback;4;GRIJS;Niet geregistreerd;3;996;830;1250;930;100;200;20110629;20110629;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*02;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2022;Logisch;00;Ja;2023-08-17T00:00:00.000;2017-08-18T00:00:00.000;2011-06-29T00:00:00.000;2011-06-29T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;9610;;;;;;;
00RLS5;Personenauto;NISSAN;NISSAN MICRA;20230716;20130726;895;MPV;5;WIT;Niet geregistreerd;3;1198;925;1425;1025;;;20110716;20110716;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A02;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-16T00:00:00.000;2013-07-26T00:00:00.000;2011-07-16T00:00:00.000;2011-07-16T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12687;;;;;;;
00RLS6;Personenauto;NISSAN;NISSAN QASHQAI;20230725;20180727;4611;MPV;5;ZWART;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20110706;20110706;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*15;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-07-25T00:00:00.000;2018-07-27T00:00:00.000;2011-07-06T00:00:00.000;2011-07-06T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;27158;;;;;;;
00RLZ2;Personenauto;NISSAN;NISSAN QASHQAI;20230824;20160826;4569;MPV;5;GRIJS;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20110712;20110712;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*15;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-08-24T00:00:00.000;2016-08-26T00:00:00.000;2011-07-12T00:00:00.000;2011-07-12T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;26863;;;;;;;
00RNL2;Personenauto;NISSAN;NISSAN QASHQAI;20231210;20161210;4487;MPV;5;WIT;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20110628;20110628;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*15;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-12-10T00:00:00.000;2016-12-10T00:00:00.000;2011-06-28T00:00:00.000;2011-06-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;26273;;;;;;;
00RNR2;Personenauto;NISSAN;NISSAN MICRA;20230307;20110630;895;MPV;5;PAARS;Niet geregistreerd;3;1198;885;1425;985;;;20110630;20110630;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A01;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-07T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12687;;;;;;;
00RNX1;Personenauto;NISSAN;NISSAN MICRA;20230630;20191228;1156;MPV;5;GRIJS;Niet geregistreerd;3;1198;925;1425;1025;;;20110630;20110630;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*01;A;A02;0;0.06;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2019-12-28T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14554;;;;;;;
00RPF1;Personenauto;NISSAN;NISSAN PIXO;20240212;20160801;;hatchback;4;BLAUW;Niet geregistreerd;3;996;830;1250;930;100;200;20110630;20110630;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*02;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2023;Logisch;00;Ja;2024-02-12T00:00:00.000;2016-08-01T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;9709;;;;;;;
00RPN3;Personenauto;NISSAN;NISSAN JUKE;20230630;20121020;3878;MPV;5;BRUIN;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110630;20110630;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A01;0;0.07;253;Nee;Nee;Nee;2895;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2012-10-20T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;22302;;;;;;;
00RRP1;Personenauto;NISSAN;NISSAN QASHQAI;20240204;20181003;4569;MPV;5;PAARS;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20110715;20110715;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*15;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2023;Logisch;00;Ja;2024-02-04T00:00:00.000;2018-10-03T00:00:00.000;2011-07-15T00:00:00.000;2011-07-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;26863;;;;;;;
00RRS3;Personenauto;NISSAN;NISSAN JUKE;20240201;20170413;3802;MPV;5;WIT;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110708;20110708;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A01;0;0.07;253;Nee;Nee;Nee;2895;0;2023;Logisch;00;Ja;2024-02-01T00:00:00.000;2017-04-13T00:00:00.000;2011-07-08T00:00:00.000;2011-07-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;21761;;;;;;;
00RRZ2;Personenauto;NISSAN;NISSAN JUKE;20230729;20110729;4530;MPV;5;ZWART;Niet geregistreerd;4;1598;1115;1645;1215;607;1250;20110729;20110729;Geen verstrekking in Open Data;Ja;4;4;0;0;414;0;M1;r. schutbord;1645;F15;e11*2007/46*0132*02;A;A03;0;0.07;253;Nee;Nee;Nee;2895;0;2022;Logisch;00;Ja;2023-07-29T00:00:00.000;2011-07-29T00:00:00.000;2011-07-29T00:00:00.000;2011-07-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;23588;;;;;;;
00RSB6;Personenauto;NISSAN;NISSAN PIXO;20231214;20120614;;hatchback;4;ZWART;Niet geregistreerd;3;996;830;1250;930;100;200;20091214;20120614;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*01;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2022;Geen oordeel;05;Ja;2023-12-14T00:00:00.000;2012-06-14T00:00:00.000;2009-12-14T00:00:00.000;2012-06-14T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;
00RSF2;Personenauto;NISSAN;NISSAN QASHQAI;20230331;20220401;3977;MPV;5;PAARS;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20110728;20110728;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*15;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2022-04-01T00:00:00.000;2011-07-28T00:00:00.000;2011-07-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;22637;;;;;;;
